# Region      : cellZone cz_solid_43
# Cells       : 1925
# Volume      : 2.143689e-03
# Time        	volIntegrateU
20            	-5.298906e-10 -6.035282e-09 -7.149722e-10
40            	-7.787816e-10 -9.030996e-09 -4.631601e-10
60            	-9.877212e-10 -1.110837e-08 -4.403274e-10
80            	-1.187461e-09 -1.257076e-08 -5.104018e-10
100           	-1.373171e-09 -1.377223e-08 -6.094776e-10
120           	-1.543341e-09 -1.493160e-08 -7.051601e-10
140           	-1.761929e-09 -1.624863e-08 -8.381897e-10
160           	-1.961683e-09 -1.778860e-08 -9.524671e-10
180           	-2.109189e-09 -1.956748e-08 -1.030618e-09
200           	-2.221344e-09 -2.157551e-08 -1.096832e-09
220           	-2.286353e-09 -2.375824e-08 -1.145039e-09
240           	-2.290631e-09 -2.602902e-08 -1.163688e-09
260           	-2.227225e-09 -2.827847e-08 -1.131874e-09
280           	-2.103160e-09 -3.040828e-08 -1.028431e-09
300           	-1.942655e-09 -3.236110e-08 -8.475985e-10
320           	-1.783251e-09 -3.414509e-08 -6.026340e-10
340           	-1.649025e-09 -3.582029e-08 -3.140248e-10
360           	-1.545865e-09 -3.746240e-08 6.281135e-12
380           	-1.472662e-09 -3.914628e-08 3.591923e-10
400           	-1.422074e-09 -4.093332e-08 7.391291e-10
420           	-1.381393e-09 -4.289186e-08 1.114336e-09
440           	-1.340843e-09 -4.509047e-08 1.438664e-09
460           	-1.297566e-09 -4.755885e-08 1.676041e-09
480           	-1.257176e-09 -5.025535e-08 1.819690e-09
500           	-1.227485e-09 -5.308418e-08 1.890631e-09
520           	-1.212043e-09 -5.594340e-08 1.920214e-09
540           	-1.209501e-09 -5.875947e-08 1.931496e-09
560           	-1.216701e-09 -6.149348e-08 1.937980e-09
580           	-1.230088e-09 -6.413181e-08 1.946819e-09
600           	-1.246577e-09 -6.667774e-08 1.960356e-09
620           	-1.263744e-09 -6.914295e-08 1.977969e-09
640           	-1.280273e-09 -7.154105e-08 1.998030e-09
660           	-1.295547e-09 -7.388468e-08 2.019251e-09
680           	-1.309356e-09 -7.618505e-08 2.040704e-09
700           	-1.321768e-09 -7.845200e-08 2.062050e-09
720           	-1.332997e-09 -8.069426e-08 2.083200e-09
740           	-1.343214e-09 -8.291950e-08 2.104227e-09
760           	-1.352549e-09 -8.513378e-08 2.125128e-09
780           	-1.361247e-09 -8.734116e-08 2.145757e-09
800           	-1.369610e-09 -8.954307e-08 2.165871e-09
820           	-1.377794e-09 -9.173917e-08 2.184934e-09
840           	-1.385801e-09 -9.392838e-08 2.202315e-09
860           	-1.393581e-09 -9.610973e-08 2.217774e-09
880           	-1.400751e-09 -9.828350e-08 2.231375e-09
900           	-1.406837e-09 -1.004526e-07 2.243662e-09
920           	-1.411641e-09 -1.026216e-07 2.255449e-09
940           	-1.415437e-09 -1.047950e-07 2.267204e-09
960           	-1.418607e-09 -1.069755e-07 2.278972e-09
980           	-1.421690e-09 -1.091633e-07 2.290586e-09
1000          	-1.425008e-09 -1.113569e-07 2.301867e-09
1020          	-1.428680e-09 -1.135543e-07 2.312642e-09
