# Region      : cellZone cz_solid_49
# Cells       : 2508
# Volume      : 2.142180e-03
# Time        	volIntegrate(U)
20            	(-1.638198e-09 -6.894486e-09 3.429661e-09)
40            	(-1.994730e-09 -1.249823e-08 3.973160e-09)
60            	(-2.434591e-09 -1.824555e-08 4.637383e-09)
80            	(-2.879881e-09 -2.385576e-08 5.265050e-09)
100           	(-3.303565e-09 -2.957330e-08 5.841556e-09)
120           	(-3.699257e-09 -3.562757e-08 6.345507e-09)
140           	(-4.459349e-09 -4.260127e-08 7.100611e-09)
160           	(-4.775764e-09 -5.065655e-08 7.394371e-09)
180           	(-5.013876e-09 -5.918042e-08 7.448120e-09)
200           	(-5.194287e-09 -6.820372e-08 7.290773e-09)
220           	(-5.237682e-09 -7.745768e-08 6.862744e-09)
240           	(-5.096089e-09 -8.670420e-08 6.167599e-09)
260           	(-4.780914e-09 -9.584642e-08 5.239776e-09)
280           	(-4.318483e-09 -1.049238e-07 4.146328e-09)
300           	(-3.686911e-09 -1.141309e-07 3.057088e-09)
320           	(-2.895856e-09 -1.237391e-07 2.190064e-09)
340           	(-2.055885e-09 -1.339448e-07 1.664275e-09)
360           	(-1.315555e-09 -1.447514e-07 1.441945e-09)
380           	(-7.683499e-10 -1.559863e-07 1.413520e-09)
400           	(-4.220210e-10 -1.674137e-07 1.480356e-09)
420           	(-2.301548e-10 -1.788275e-07 1.587994e-09)
440           	(-1.378405e-10 -1.900695e-07 1.714902e-09)
460           	(-1.067219e-10 -2.010147e-07 1.849367e-09)
480           	(-1.149011e-10 -2.115612e-07 1.981714e-09)
500           	(-1.485231e-10 -2.216317e-07 2.100957e-09)
520           	(-1.958536e-10 -2.311822e-07 2.196551e-09)
540           	(-2.463843e-10 -2.402026e-07 2.263262e-09)
560           	(-2.903280e-10 -2.487112e-07 2.301067e-09)
580           	(-3.204566e-10 -2.567448e-07 2.314239e-09)
600           	(-3.336287e-10 -2.643435e-07 2.308787e-09)
620           	(-3.301904e-10 -2.715390e-07 2.291333e-09)
640           	(-3.124129e-10 -2.783500e-07 2.268581e-09)
660           	(-2.854555e-10 -2.847769e-07 2.251810e-09)
680           	(-2.553163e-10 -2.908018e-07 2.249286e-09)
700           	(-2.301119e-10 -2.963889e-07 2.268640e-09)
720           	(-2.163870e-10 -3.014882e-07 2.311255e-09)
740           	(-2.174882e-10 -3.060425e-07 2.373697e-09)
760           	(-2.418916e-10 -3.099868e-07 2.438242e-09)
780           	(-2.977609e-10 -3.132740e-07 2.464227e-09)
800           	(-3.609543e-10 -3.159515e-07 2.429483e-09)
820           	(-3.819954e-10 -3.181959e-07 2.360918e-09)
840           	(-3.504966e-10 -3.201825e-07 2.282733e-09)
860           	(-2.902102e-10 -3.220028e-07 2.193316e-09)
880           	(-2.157501e-10 -3.237095e-07 2.095501e-09)
900           	(-1.330478e-10 -3.253381e-07 1.996404e-09)
920           	(-4.778240e-11 -3.269099e-07 1.899937e-09)
940           	(3.448658e-11 -3.284336e-07 1.809385e-09)
960           	(1.106609e-10 -3.299086e-07 1.726695e-09)
980           	(1.793662e-10 -3.313315e-07 1.652157e-09)
1000          	(2.400081e-10 -3.326985e-07 1.586247e-09)
1020          	(2.926492e-10 -3.340069e-07 1.529387e-09)
1040          	(3.383503e-10 -3.352538e-07 1.480774e-09)
1060          	(3.788627e-10 -3.364384e-07 1.437979e-09)
1080          	(4.158309e-10 -3.375604e-07 1.398217e-09)
1100          	(4.504917e-10 -3.386200e-07 1.359393e-09)
1120          	(4.834226e-10 -3.396174e-07 1.320183e-09)
1140          	(5.150378e-10 -3.405536e-07 1.280604e-09)
1160          	(5.455539e-10 -3.414311e-07 1.241287e-09)
1180          	(5.750310e-10 -3.422525e-07 1.202895e-09)
1200          	(6.034933e-10 -3.430216e-07 1.165326e-09)
1220          	(6.316157e-10 -3.437431e-07 1.128090e-09)
1240          	(6.650040e-10 -3.444219e-07 1.087981e-09)
1260          	(6.882910e-10 -3.450613e-07 1.058039e-09)
1280          	(7.145087e-10 -3.456664e-07 1.018232e-09)
1300          	(7.551199e-10 -3.462444e-07 1.003939e-09)
1320          	(8.020673e-10 -3.467646e-07 9.593933e-10)
1340          	(8.187395e-10 -3.470915e-07 1.054299e-09)
1360          	(4.497496e-10 -3.481782e-07 1.971425e-09)
1380          	(-3.202073e-09 -3.616899e-07 6.447408e-09)
1400          	(-5.608756e-08 -4.905809e-07 6.843060e-08)
1420          	(-3.574284e-07 -1.561829e-06 3.566853e-07)
1440          	(-1.296670e-06 -6.646528e-06 1.253093e-06)
1460          	(-4.394238e-06 -2.789895e-05 4.976366e-06)
1480          	(-1.804942e-05 -1.187930e-04 2.004720e-05)
1500          	(-8.295266e-05 -5.448598e-04 9.131832e-05)
