# Region type : faceZone fz_solid_38
# Faces  :    1778
# Area   :    1.016700e-01
# Time        	sum(phi)
20            	-2.123125e-05
40            	-2.544233e-05
60            	-2.975657e-05
80            	-3.337188e-05
100           	-3.511846e-05
120           	-3.463432e-05
140           	-3.150429e-05
160           	-2.901581e-05
180           	-2.578653e-05
200           	-2.309833e-05
220           	-2.088096e-05
240           	-1.928199e-05
260           	-1.810341e-05
280           	-1.716764e-05
300           	-1.638515e-05
320           	-1.575252e-05
340           	-1.515734e-05
360           	-1.432318e-05
380           	-1.375091e-05
400           	-1.426841e-05
420           	-1.491366e-05
440           	-1.468941e-05
460           	-1.379765e-05
480           	-1.276901e-05
500           	-1.195183e-05
520           	-1.131717e-05
540           	-1.086332e-05
560           	-1.058490e-05
580           	-1.043737e-05
600           	-1.046556e-05
620           	-1.074783e-05
640           	-1.138315e-05
660           	-1.248881e-05
680           	-1.415285e-05
700           	-1.647509e-05
720           	-1.956146e-05
740           	-2.351741e-05
760           	-2.853225e-05
780           	-3.462161e-05
800           	-4.185789e-05
820           	-5.024924e-05
840           	-5.960635e-05
860           	-6.968330e-05
880           	-8.021627e-05
900           	-9.086274e-05
920           	-1.015519e-04
940           	-1.122500e-04
960           	-1.227922e-04
980           	-1.330688e-04
1000          	-1.427602e-04
1020          	-1.516260e-04
