# Region      : cellZone cz_solid_30
# Cells       : 2480
# Volume      : 2.142186e-03
# Time        	volIntegrate(U)
20            	(-1.365381e-09 -1.086762e-08 5.565669e-09)
40            	(-1.442943e-09 -1.870518e-08 5.835843e-09)
60            	(-1.597758e-09 -2.588169e-08 6.246456e-09)
80            	(-1.765216e-09 -3.257009e-08 6.625282e-09)
100           	(-1.947308e-09 -3.893194e-08 6.962935e-09)
120           	(-2.136063e-09 -4.512479e-08 7.233058e-09)
140           	(-2.368530e-09 -5.135328e-08 7.352625e-09)
160           	(-2.724075e-09 -5.785556e-08 7.511170e-09)
180           	(-2.986263e-09 -6.443086e-08 7.438278e-09)
200           	(-3.263334e-09 -7.106166e-08 7.146074e-09)
220           	(-3.536410e-09 -7.755258e-08 6.568894e-09)
240           	(-3.761998e-09 -8.365710e-08 5.668822e-09)
260           	(-3.878420e-09 -8.916691e-08 4.459785e-09)
280           	(-3.804125e-09 -9.404823e-08 3.070660e-09)
300           	(-3.469175e-09 -9.857380e-08 1.755335e-09)
320           	(-2.925145e-09 -1.032262e-07 7.493181e-10)
340           	(-2.325428e-09 -1.084003e-07 1.214706e-10)
360           	(-1.798512e-09 -1.142090e-07 -2.046074e-10)
380           	(-1.390125e-09 -1.205493e-07 -3.414127e-10)
400           	(-1.089298e-09 -1.272471e-07 -3.661922e-10)
420           	(-8.653192e-10 -1.341325e-07 -3.192180e-10)
440           	(-6.931873e-10 -1.410557e-07 -2.162367e-10)
460           	(-5.608807e-10 -1.478776e-07 -6.835336e-11)
480           	(-4.645355e-10 -1.544655e-07 1.098756e-10)
500           	(-4.021168e-10 -1.606986e-07 2.998502e-10)
520           	(-3.681516e-10 -1.664831e-07 4.847778e-10)
540           	(-3.519470e-10 -1.717659e-07 6.515787e-10)
560           	(-3.411071e-10 -1.765401e-07 7.998920e-10)
580           	(-3.270896e-10 -1.808302e-07 9.337551e-10)
600           	(-3.052657e-10 -1.846793e-07 1.061657e-09)
620           	(-2.753099e-10 -1.881288e-07 1.192430e-09)
640           	(-2.413886e-10 -1.912183e-07 1.336379e-09)
660           	(-2.113965e-10 -1.939758e-07 1.504290e-09)
680           	(-1.963047e-10 -1.964242e-07 1.702615e-09)
700           	(-2.043255e-10 -1.985818e-07 1.931907e-09)
720           	(-2.384815e-10 -2.004726e-07 2.187736e-09)
740           	(-3.023047e-10 -2.021241e-07 2.461514e-09)
760           	(-4.066072e-10 -2.035373e-07 2.727056e-09)
780           	(-5.573650e-10 -2.046331e-07 2.929959e-09)
800           	(-7.138497e-10 -2.052434e-07 3.025038e-09)
820           	(-8.129591e-10 -2.052848e-07 3.032999e-09)
840           	(-8.682932e-10 -2.048402e-07 2.994094e-09)
860           	(-9.043588e-10 -2.040208e-07 2.923157e-09)
880           	(-9.127191e-10 -2.029232e-07 2.830743e-09)
900           	(-8.953278e-10 -2.016529e-07 2.729756e-09)
920           	(-8.591624e-10 -2.003021e-07 2.629452e-09)
940           	(-8.118950e-10 -1.989357e-07 2.537459e-09)
960           	(-7.579669e-10 -1.975979e-07 2.456071e-09)
980           	(-7.004277e-10 -1.963187e-07 2.386449e-09)
1000          	(-6.415774e-10 -1.951129e-07 2.329248e-09)
1020          	(-5.840598e-10 -1.939824e-07 2.285247e-09)
1040          	(-5.287342e-10 -1.929230e-07 2.252281e-09)
1060          	(-4.740113e-10 -1.919319e-07 2.225037e-09)
1080          	(-4.165734e-10 -1.910107e-07 2.198123e-09)
1100          	(-3.527233e-10 -1.901646e-07 2.167946e-09)
1120          	(-2.798274e-10 -1.894024e-07 2.134547e-09)
1140          	(-1.979481e-10 -1.887377e-07 2.100850e-09)
1160          	(-1.102311e-10 -1.881846e-07 2.068717e-09)
1180          	(-2.047758e-11 -1.877483e-07 2.038758e-09)
1200          	(6.848551e-11 -1.874219e-07 2.010202e-09)
1220          	(1.549981e-10 -1.871888e-07 1.984691e-09)
1240          	(2.375804e-10 -1.870297e-07 1.962330e-09)
1260          	(3.147310e-10 -1.869258e-07 1.942917e-09)
1280          	(3.859210e-10 -1.868610e-07 1.925258e-09)
1300          	(4.509808e-10 -1.868226e-07 1.909101e-09)
1320          	(5.102406e-10 -1.868016e-07 1.891255e-09)
1340          	(5.652192e-10 -1.867887e-07 1.881592e-09)
1360          	(6.626203e-10 -1.867999e-07 1.893577e-09)
1380          	(7.025333e-10 -1.869170e-07 1.863572e-09)
1400          	(6.195556e-10 -1.873336e-07 2.258084e-09)
1420          	(5.658919e-10 -1.911188e-07 9.175881e-09)
1440          	(-1.088352e-09 -2.343464e-07 3.274338e-08)
1460          	(-5.662926e-08 -4.938774e-07 1.892853e-07)
1480          	(-9.186095e-07 -3.227008e-06 2.087760e-06)
