# Region type : faceZone fz_solid_96
# Faces  :    1610
# Area   :    1.017145e-01
# Time        	sum(phi)
20            	-1.457123e-04
40            	-3.586902e-05
60            	1.329280e-04
80            	1.046085e-04
100           	-5.334828e-05
120           	-5.935429e-05
140           	-2.909655e-05
160           	-1.413514e-05
180           	6.986512e-07
200           	1.077216e-05
220           	1.745541e-05
240           	2.069837e-05
260           	2.072174e-05
280           	1.839722e-05
300           	1.469663e-05
320           	1.027992e-05
340           	5.883937e-06
360           	1.758943e-06
380           	-1.731681e-06
400           	-4.482529e-06
420           	-6.644466e-06
440           	-8.110412e-06
460           	-8.476646e-06
480           	-7.319759e-06
500           	-4.030826e-06
520           	3.460993e-07
540           	4.111208e-06
560           	1.037844e-05
580           	1.715327e-05
600           	2.230032e-05
620           	2.746070e-05
640           	3.299852e-05
660           	3.920422e-05
680           	4.642238e-05
700           	5.476845e-05
720           	6.401054e-05
740           	7.399368e-05
760           	8.432878e-05
780           	9.474355e-05
800           	1.049231e-04
820           	1.146721e-04
840           	1.238408e-04
860           	1.324623e-04
880           	1.406096e-04
900           	1.482185e-04
920           	1.553236e-04
940           	1.622693e-04
960           	1.692692e-04
980           	1.764902e-04
1000          	1.835872e-04
1020          	1.903250e-04
