# Region type : faceZone fz_solid_38
# Faces  :    1778
# Area   :    1.016649e-01
# Time        	sum(phi)
20            	-1.731153e-05
40            	-2.262314e-05
60            	-2.714153e-05
80            	-3.090135e-05
100           	-3.289496e-05
120           	-3.273984e-05
140           	-2.957000e-05
160           	-2.754894e-05
180           	-2.455952e-05
200           	-2.193081e-05
220           	-1.983576e-05
240           	-1.828817e-05
260           	-1.716515e-05
280           	-1.624846e-05
300           	-1.548493e-05
320           	-1.484079e-05
340           	-1.423847e-05
360           	-1.332130e-05
380           	-1.241662e-05
400           	-1.255642e-05
420           	-1.346623e-05
440           	-1.404298e-05
460           	-1.390470e-05
480           	-1.336256e-05
500           	-1.275947e-05
520           	-1.216611e-05
540           	-1.163921e-05
560           	-1.120480e-05
580           	-1.090055e-05
600           	-1.077313e-05
620           	-1.091582e-05
640           	-1.138589e-05
660           	-1.225828e-05
680           	-1.361357e-05
700           	-1.552461e-05
720           	-1.806698e-05
740           	-2.132855e-05
760           	-2.535910e-05
780           	-3.025948e-05
800           	-3.608224e-05
820           	-4.274642e-05
840           	-5.029800e-05
860           	-5.855594e-05
880           	-6.736954e-05
900           	-7.655157e-05
