# Region type : faceZone fz_solid_23
# Faces  :    1718
# Area   :    1.016536e-01
# Time        	sum(phi)
20            	1.775846e-05
40            	2.043446e-05
60            	1.844897e-05
80            	1.853781e-05
100           	2.049308e-05
120           	2.346940e-05
140           	2.795108e-05
160           	3.363935e-05
180           	4.080683e-05
200           	5.099160e-05
220           	6.519274e-05
240           	8.491109e-05
260           	1.111651e-04
280           	1.446165e-04
300           	1.867563e-04
320           	2.387082e-04
340           	3.006262e-04
360           	3.697934e-04
380           	4.293729e-04
400           	4.599085e-04
420           	4.681012e-04
440           	4.656848e-04
460           	4.601507e-04
480           	4.533377e-04
500           	4.469547e-04
520           	4.420700e-04
540           	4.399104e-04
560           	4.408872e-04
580           	4.435600e-04
600           	4.473742e-04
620           	4.518667e-04
640           	4.566295e-04
660           	4.616174e-04
680           	4.667123e-04
700           	4.716642e-04
720           	4.764809e-04
740           	4.813551e-04
760           	4.860638e-04
780           	4.906654e-04
800           	4.953535e-04
820           	5.003238e-04
840           	5.057802e-04
860           	5.117935e-04
880           	5.182289e-04
900           	5.248819e-04
920           	5.311561e-04
940           	5.370113e-04
960           	5.423955e-04
980           	5.475792e-04
