# Region type : faceZone fz_solid_56
# Faces  :    1604
# Area   :    1.017358e-01
# Time        	sum(phi)
20            	-2.114532e-05
40            	3.046167e-06
60            	2.152923e-05
80            	2.129355e-05
100           	1.255011e-05
120           	5.441153e-06
140           	1.989427e-06
160           	-2.006862e-06
180           	-3.979281e-06
200           	-4.819641e-06
220           	-4.979148e-06
240           	-4.764417e-06
260           	-4.380597e-06
280           	-4.074364e-06
300           	-3.823070e-06
320           	-3.661592e-06
340           	-3.594349e-06
360           	-3.681537e-06
380           	-3.935706e-06
400           	-4.382289e-06
420           	-4.935108e-06
440           	-5.452959e-06
460           	-5.656661e-06
480           	-5.152195e-06
500           	-3.668583e-06
520           	-1.459856e-06
540           	8.613301e-07
560           	2.840852e-06
580           	4.361574e-06
600           	5.515444e-06
620           	6.454381e-06
640           	7.296087e-06
660           	8.119857e-06
680           	8.948574e-06
700           	9.767926e-06
720           	1.053106e-05
740           	1.123027e-05
760           	1.186662e-05
780           	1.245107e-05
800           	1.299125e-05
820           	1.350049e-05
840           	1.399421e-05
860           	1.449956e-05
880           	1.506559e-05
900           	1.572312e-05
920           	1.649492e-05
940           	1.736707e-05
960           	1.832364e-05
980           	1.930502e-05
1000          	2.025192e-05
1020          	2.112071e-05
