# Region      : cellZone cz_solid_5
# Cells       : 2044
# Volume      : 2.142129e-03
# Time        	volIntegrate(U)
20            	(-2.920049e-09 -3.383751e-09 -7.988765e-10)
40            	(-2.758793e-09 -5.701357e-09 -5.341491e-10)
60            	(-2.884182e-09 -7.846336e-09 -4.119304e-10)
80            	(-3.046160e-09 -9.958493e-09 -3.307412e-10)
100           	(-3.219850e-09 -1.217189e-08 -2.700843e-10)
120           	(-3.392676e-09 -1.457137e-08 -2.219286e-10)
140           	(-3.589424e-09 -1.724512e-08 -2.041257e-10)
160           	(-3.826956e-09 -2.027312e-08 -1.822046e-10)
180           	(-3.983771e-09 -2.363408e-08 -1.520597e-10)
200           	(-4.122055e-09 -2.731233e-08 -1.198621e-10)
220           	(-4.234243e-09 -3.127566e-08 -7.865263e-11)
240           	(-4.318185e-09 -3.548167e-08 -2.305506e-11)
260           	(-4.375253e-09 -3.988182e-08 5.208124e-11)
280           	(-4.411284e-09 -4.443110e-08 1.518090e-10)
300           	(-4.430605e-09 -4.908454e-08 2.787810e-10)
320           	(-4.437117e-09 -5.379129e-08 4.315739e-10)
340           	(-4.425015e-09 -5.848321e-08 6.042073e-10)
360           	(-4.379690e-09 -6.306759e-08 7.859103e-10)
380           	(-4.292243e-09 -6.745032e-08 9.541077e-10)
400           	(-4.162836e-09 -7.158322e-08 1.090081e-09)
420           	(-3.991834e-09 -7.546775e-08 1.197459e-09)
440           	(-3.781197e-09 -7.909363e-08 1.291121e-09)
460           	(-3.552131e-09 -8.243894e-08 1.377473e-09)
480           	(-3.337599e-09 -8.551112e-08 1.451123e-09)
500           	(-3.164519e-09 -8.836366e-08 1.502127e-09)
520           	(-3.041427e-09 -9.107632e-08 1.527480e-09)
540           	(-2.960238e-09 -9.372121e-08 1.532218e-09)
560           	(-2.906556e-09 -9.633998e-08 1.524955e-09)
580           	(-2.867466e-09 -9.894341e-08 1.513130e-09)
600           	(-2.835171e-09 -1.015266e-07 1.502104e-09)
620           	(-2.804966e-09 -1.040815e-07 1.494808e-09)
640           	(-2.774732e-09 -1.066025e-07 1.492333e-09)
660           	(-2.743435e-09 -1.090867e-07 1.494187e-09)
680           	(-2.710295e-09 -1.115339e-07 1.499246e-09)
700           	(-2.674468e-09 -1.139442e-07 1.506298e-09)
720           	(-2.634945e-09 -1.163171e-07 1.514263e-09)
740           	(-2.590400e-09 -1.186503e-07 1.522573e-09)
760           	(-2.539191e-09 -1.209395e-07 1.531333e-09)
780           	(-2.479993e-09 -1.231774e-07 1.541432e-09)
800           	(-2.412429e-09 -1.253540e-07 1.554287e-09)
820           	(-2.336930e-09 -1.274573e-07 1.571328e-09)
840           	(-2.255039e-09 -1.294763e-07 1.593719e-09)
860           	(-2.169172e-09 -1.314032e-07 1.622164e-09)
880           	(-2.083392e-09 -1.332337e-07 1.655863e-09)
900           	(-2.002026e-09 -1.349691e-07 1.692091e-09)
920           	(-1.926801e-09 -1.366194e-07 1.729351e-09)
940           	(-1.856867e-09 -1.381971e-07 1.768059e-09)
960           	(-1.791200e-09 -1.397099e-07 1.806022e-09)
980           	(-1.729320e-09 -1.411657e-07 1.841098e-09)
1000          	(-1.672247e-09 -1.425717e-07 1.872321e-09)
1020          	(-1.621482e-09 -1.439334e-07 1.898655e-09)
