# Region      : cellZone cz_solid_74
# Cells       : 2473
# Volume      : 2.144559e-03
# Time        	volIntegrate(U)
20            	(6.916827e-09 -1.589286e-08 4.276205e-09)
40            	(7.550496e-09 -2.984179e-08 4.960349e-09)
60            	(6.881523e-09 -4.474666e-08 6.009068e-09)
80            	(4.386725e-09 -5.964001e-08 6.494814e-09)
100           	(5.021336e-11 -7.355498e-08 6.012864e-09)
120           	(-5.220040e-09 -8.507766e-08 3.937198e-09)
140           	(-9.472562e-09 -9.224529e-08 -1.010226e-09)
160           	(-9.382165e-09 -9.536480e-08 -4.697532e-09)
180           	(-8.038591e-09 -9.615280e-08 -6.381006e-09)
200           	(-6.603783e-09 -9.491568e-08 -6.841976e-09)
220           	(-5.333813e-09 -9.211128e-08 -6.617098e-09)
240           	(-4.303822e-09 -8.813581e-08 -6.056379e-09)
260           	(-3.496198e-09 -8.331873e-08 -5.393421e-09)
280           	(-2.870489e-09 -7.791053e-08 -4.738197e-09)
300           	(-2.383651e-09 -7.210228e-08 -4.136886e-09)
320           	(-2.000053e-09 -6.602322e-08 -3.608828e-09)
340           	(-1.688980e-09 -5.975155e-08 -3.153445e-09)
360           	(-1.433051e-09 -5.333267e-08 -2.765380e-09)
380           	(-1.221163e-09 -4.678595e-08 -2.435439e-09)
400           	(-1.049456e-09 -4.011994e-08 -2.154659e-09)
420           	(-9.091072e-10 -3.334428e-08 -1.919324e-09)
440           	(-7.909390e-10 -2.647633e-08 -1.720662e-09)
460           	(-6.897662e-10 -1.954226e-08 -1.549659e-09)
480           	(-5.976292e-10 -1.257315e-08 -1.399970e-09)
500           	(-5.089332e-10 -5.597487e-09 -1.262843e-09)
520           	(-4.209463e-10 1.366152e-09 -1.129952e-09)
540           	(-3.341049e-10 8.313253e-09 -9.956637e-10)
560           	(-2.524182e-10 1.525316e-08 -8.540494e-10)
580           	(-1.879532e-10 2.220050e-08 -7.062588e-10)
600           	(-1.486269e-10 2.916327e-08 -5.592616e-10)
620           	(-1.352395e-10 3.613289e-08 -4.213183e-10)
640           	(-1.507596e-10 4.308360e-08 -3.034499e-10)
660           	(-1.933648e-10 4.998605e-08 -2.196102e-10)
680           	(-2.491883e-10 5.682372e-08 -1.757245e-10)
700           	(-3.082138e-10 6.359303e-08 -1.590591e-10)
720           	(-3.677280e-10 7.030050e-08 -1.574049e-10)
740           	(-4.259539e-10 7.695962e-08 -1.650555e-10)
760           	(-4.822837e-10 8.357944e-08 -1.778020e-10)
780           	(-5.361885e-10 9.016202e-08 -1.936366e-10)
800           	(-5.875298e-10 9.670452e-08 -2.114343e-10)
820           	(-6.363234e-10 1.032031e-07 -2.303998e-10)
840           	(-6.823874e-10 1.096549e-07 -2.499623e-10)
860           	(-7.257232e-10 1.160579e-07 -2.693051e-10)
880           	(-7.667839e-10 1.224102e-07 -2.877830e-10)
900           	(-8.059856e-10 1.287100e-07 -3.049469e-10)
920           	(-8.436661e-10 1.349559e-07 -3.206926e-10)
940           	(-8.804520e-10 1.411452e-07 -3.354210e-10)
960           	(-9.164223e-10 1.472756e-07 -3.493956e-10)
980           	(-9.514445e-10 1.533437e-07 -3.628408e-10)
1000          	(-9.851169e-10 1.593471e-07 -3.756955e-10)
1020          	(-1.016704e-09 1.652839e-07 -3.880148e-10)
1040          	(-1.044951e-09 1.711514e-07 -3.998058e-10)
1060          	(-1.069493e-09 1.769453e-07 -4.104504e-10)
1080          	(-1.091290e-09 1.826613e-07 -4.200854e-10)
1100          	(-1.110234e-09 1.882938e-07 -4.300745e-10)
1120          	(-1.124862e-09 1.938337e-07 -4.401365e-10)
1140          	(-1.134866e-09 1.992723e-07 -4.492169e-10)
1160          	(-1.141693e-09 2.046024e-07 -4.563816e-10)
1180          	(-1.147762e-09 2.098215e-07 -4.611645e-10)
1200          	(-1.154487e-09 2.149396e-07 -4.656854e-10)
1220          	(-1.161490e-09 2.199696e-07 -4.722562e-10)
1240          	(-1.167749e-09 2.249090e-07 -4.797544e-10)
1260          	(-1.174979e-09 2.297598e-07 -4.860841e-10)
1280          	(-1.188058e-09 2.345241e-07 -5.055773e-10)
1300          	(-1.210008e-09 2.392353e-07 -5.170954e-10)
1320          	(-1.238743e-09 2.438416e-07 -5.439436e-10)
1340          	(-1.206642e-09 2.484507e-07 -4.909177e-10)
1360          	(-8.481700e-10 2.530685e-07 -5.755449e-10)
1380          	(6.941328e-10 2.545338e-07 -1.537220e-09)
1400          	(9.875448e-09 2.199207e-07 -1.069726e-08)
1420          	(4.109393e-08 -1.140631e-07 -6.559635e-08)
1440          	(6.528399e-08 -1.871999e-06 -2.188591e-07)
1460          	(1.904933e-07 -9.098758e-06 -4.180601e-07)
1480          	(2.440645e-06 -4.269417e-05 -3.137747e-06)
1500          	(4.343454e-06 -2.083768e-04 -1.584806e-05)
