# Region      : cellZone cz_solid_50
# Cells       : 2365
# Volume      : 2.145097e-03
# Time        	volIntegrateU
20            	-4.405143e-10 -8.908664e-09 3.694655e-09
40            	-6.333083e-10 -1.574089e-08 4.359677e-09
60            	-8.734110e-10 -2.230823e-08 5.103327e-09
80            	-1.142891e-09 -2.876013e-08 5.840893e-09
100           	-1.428147e-09 -3.530794e-08 6.511781e-09
120           	-1.723639e-09 -4.221897e-08 7.076599e-09
140           	-2.294957e-09 -4.991427e-08 7.754435e-09
160           	-2.681380e-09 -5.864150e-08 7.907761e-09
180           	-2.997047e-09 -6.751513e-08 7.720592e-09
200           	-3.309809e-09 -7.645229e-08 7.144444e-09
220           	-3.554520e-09 -8.506919e-08 6.108166e-09
240           	-3.681140e-09 -9.306338e-08 4.613440e-09
260           	-3.604289e-09 -1.003748e-07 2.780027e-09
280           	-3.154194e-09 -1.073274e-07 9.607966e-10
300           	-2.319382e-09 -1.144959e-07 -4.260910e-10
320           	-1.353926e-09 -1.223125e-07 -1.210115e-09
340           	-5.373828e-10 -1.308368e-07 -1.499733e-09
360           	1.735653e-11 -1.398661e-07 -1.492390e-09
380           	3.433699e-10 -1.491081e-07 -1.341090e-09
400           	5.178354e-10 -1.582839e-07 -1.125241e-09
420           	6.011058e-10 -1.671659e-07 -8.850392e-10
440           	6.290080e-10 -1.755890e-07 -6.450109e-10
460           	6.220645e-10 -1.834489e-07 -4.239894e-10
480           	5.944279e-10 -1.906968e-07 -2.361797e-10
500           	5.562385e-10 -1.973273e-07 -8.933980e-11
520           	5.161079e-10 -2.033645e-07 1.540236e-11
540           	4.808926e-10 -2.088495e-07 8.345922e-11
560           	4.554970e-10 -2.138301e-07 1.231891e-10
580           	4.423295e-10 -2.183505e-07 1.426880e-10
600           	4.415409e-10 -2.224447e-07 1.520374e-10
620           	4.514012e-10 -2.261345e-07 1.617409e-10
640           	4.689428e-10 -2.294280e-07 1.803450e-10
660           	4.901907e-10 -2.323226e-07 2.160180e-10
680           	5.101197e-10 -2.348086e-07 2.742728e-10
700           	5.233238e-10 -2.368742e-07 3.560504e-10
720           	5.234615e-10 -2.385106e-07 4.569297e-10
740           	5.021736e-10 -2.397102e-07 5.621539e-10
760           	4.551082e-10 -2.404613e-07 6.442298e-10
780           	3.929801e-10 -2.407725e-07 6.783710e-10
800           	3.425783e-10 -2.407113e-07 6.661794e-10
820           	3.185418e-10 -2.403859e-07 6.293060e-10
840           	3.135268e-10 -2.398791e-07 5.843970e-10
