# Region      : cellZone cz_solid_0
# Cells       : 2072
# Volume      : 2.142195e-03
# Time        	volIntegrate(U)
20            	(1.667542e-09 -4.381756e-09 -3.974598e-09)
40            	(1.404818e-09 -6.812033e-09 -3.154274e-09)
60            	(1.174207e-09 -8.516447e-09 -2.672136e-09)
80            	(9.878856e-10 -9.643640e-09 -2.345243e-09)
100           	(8.368750e-10 -1.036521e-08 -2.125327e-09)
120           	(7.096005e-10 -1.082483e-08 -1.978001e-09)
140           	(6.603197e-10 -1.115482e-08 -1.923665e-09)
160           	(5.313189e-10 -1.146541e-08 -1.854967e-09)
180           	(4.605853e-10 -1.173900e-08 -1.820558e-09)
200           	(4.069816e-10 -1.195092e-08 -1.802815e-09)
220           	(3.661728e-10 -1.202730e-08 -1.790689e-09)
240           	(3.705609e-10 -1.186643e-08 -1.745986e-09)
260           	(3.741966e-10 -1.157345e-08 -1.633842e-09)
280           	(3.191277e-10 -1.132889e-08 -1.511682e-09)
300           	(2.606161e-10 -1.118911e-08 -1.413389e-09)
320           	(2.200974e-10 -1.109886e-08 -1.346961e-09)
340           	(1.928166e-10 -1.100540e-08 -1.313980e-09)
360           	(1.769807e-10 -1.089553e-08 -1.315602e-09)
380           	(1.696639e-10 -1.078873e-08 -1.348825e-09)
400           	(1.651999e-10 -1.072023e-08 -1.400742e-09)
420           	(1.583998e-10 -1.072345e-08 -1.455976e-09)
440           	(1.476828e-10 -1.082225e-08 -1.506080e-09)
460           	(1.307984e-10 -1.102952e-08 -1.542310e-09)
480           	(1.060201e-10 -1.135102e-08 -1.557779e-09)
500           	(7.392110e-11 -1.178529e-08 -1.549058e-09)
520           	(3.279396e-11 -1.231475e-08 -1.511275e-09)
540           	(-1.766235e-11 -1.290424e-08 -1.441345e-09)
560           	(-7.371001e-11 -1.350681e-08 -1.340939e-09)
580           	(-1.301229e-10 -1.407338e-08 -1.217369e-09)
600           	(-1.837811e-10 -1.456598e-08 -1.080765e-09)
620           	(-2.341205e-10 -1.496508e-08 -9.433038e-10)
640           	(-2.812497e-10 -1.526510e-08 -8.134627e-10)
660           	(-3.246107e-10 -1.546843e-08 -6.962880e-10)
680           	(-3.635220e-10 -1.558119e-08 -5.934029e-10)
700           	(-3.972217e-10 -1.561098e-08 -5.047589e-10)
720           	(-4.258334e-10 -1.556537e-08 -4.289841e-10)
740           	(-4.500981e-10 -1.545157e-08 -3.650865e-10)
760           	(-4.712065e-10 -1.527719e-08 -3.111046e-10)
780           	(-4.899260e-10 -1.504897e-08 -2.654671e-10)
800           	(-5.069129e-10 -1.477360e-08 -2.269548e-10)
820           	(-5.224284e-10 -1.445763e-08 -1.944329e-10)
840           	(-5.365298e-10 -1.410671e-08 -1.664745e-10)
860           	(-5.490089e-10 -1.372531e-08 -1.420000e-10)
880           	(-5.596662e-10 -1.331624e-08 -1.202496e-10)
900           	(-5.684639e-10 -1.288030e-08 -1.008338e-10)
920           	(-5.755846e-10 -1.241652e-08 -8.374855e-11)
940           	(-5.814794e-10 -1.192341e-08 -6.946880e-11)
960           	(-5.870582e-10 -1.140010e-08 -5.862095e-11)
980           	(-5.933345e-10 -1.084759e-08 -5.085928e-11)
