# Region type : faceZone fz_solid_51
# Faces  :    1900
# Area   :    1.018135e-01
# Time        	sum(phi)
20            	1.333056e-05
40            	1.159511e-05
60            	1.101376e-05
80            	1.100423e-05
100           	1.152918e-05
120           	1.288059e-05
140           	1.428229e-05
160           	1.642772e-05
180           	1.539019e-05
200           	1.355674e-05
220           	1.177352e-05
240           	1.029521e-05
260           	1.008247e-05
280           	1.198653e-05
300           	1.331669e-05
320           	1.316491e-05
340           	1.210201e-05
360           	1.061758e-05
380           	8.695794e-06
400           	6.380353e-06
420           	3.943443e-06
440           	1.644468e-06
460           	-3.415424e-07
480           	-1.985634e-06
500           	-3.336376e-06
520           	-4.483655e-06
540           	-5.493333e-06
560           	-6.435571e-06
580           	-7.413541e-06
600           	-8.498877e-06
620           	-9.794304e-06
640           	-1.138981e-05
660           	-1.337994e-05
680           	-1.584248e-05
700           	-1.871472e-05
720           	-2.139761e-05
740           	-2.311594e-05
760           	-2.421472e-05
780           	-2.536148e-05
800           	-2.663553e-05
820           	-2.792757e-05
840           	-2.922289e-05
860           	-3.051970e-05
880           	-3.181501e-05
900           	-3.313241e-05
920           	-3.445490e-05
940           	-3.576702e-05
960           	-3.705631e-05
980           	-3.832147e-05
1000          	-3.957899e-05
1020          	-4.084876e-05
1040          	-4.213293e-05
1060          	-4.346601e-05
1080          	-4.484610e-05
1100          	-4.629605e-05
1120          	-4.784010e-05
1140          	-4.950377e-05
1160          	-5.131723e-05
1180          	-5.327404e-05
1200          	-5.542776e-05
1220          	-5.771143e-05
1240          	-6.028442e-05
1260          	-6.290463e-05
1280          	-6.601654e-05
1300          	-6.889133e-05
1320          	-7.141644e-05
1340          	-7.823105e-05
1360          	-1.398131e-04
1380          	-3.519494e-04
1400          	1.959199e-03
1420          	6.224777e-03
1440          	1.051084e-02
1460          	3.021733e-02
1480          	5.593762e-02
1500          	1.424520e-01
