# Region      : cellZone cz_solid_9
# Cells       : 2083
# Volume      : 2.142881e-03
# Time        	volIntegrate(U)
20            	(-2.439243e-09 -7.651655e-10 3.764980e-09)
40            	(-2.473102e-09 -2.033258e-09 3.891818e-09)
60            	(-2.628283e-09 -3.793619e-09 4.175187e-09)
80            	(-2.800585e-09 -6.063254e-09 4.476570e-09)
100           	(-2.976989e-09 -8.842806e-09 4.771855e-09)
120           	(-3.160381e-09 -1.211986e-08 5.054484e-09)
140           	(-3.268973e-09 -1.585851e-08 5.181580e-09)
160           	(-3.603211e-09 -2.006383e-08 5.545316e-09)
180           	(-3.843172e-09 -2.471795e-08 5.751027e-09)
200           	(-4.079644e-09 -2.970188e-08 5.893080e-09)
220           	(-4.307574e-09 -3.490261e-08 5.963280e-09)
240           	(-4.513610e-09 -4.021022e-08 5.944292e-09)
260           	(-4.684972e-09 -4.551534e-08 5.819855e-09)
280           	(-4.808663e-09 -5.072432e-08 5.578776e-09)
300           	(-4.867632e-09 -5.578553e-08 5.216090e-09)
320           	(-4.840260e-09 -6.067954e-08 4.738358e-09)
340           	(-4.703667e-09 -6.541498e-08 4.178175e-09)
360           	(-4.451602e-09 -7.006565e-08 3.603940e-09)
380           	(-4.112403e-09 -7.474415e-08 3.092387e-09)
400           	(-3.742034e-09 -7.945872e-08 2.679589e-09)
420           	(-3.389983e-09 -8.406532e-08 2.355211e-09)
440           	(-3.082547e-09 -8.839853e-08 2.095754e-09)
460           	(-2.828783e-09 -9.238041e-08 1.886717e-09)
480           	(-2.625574e-09 -9.602512e-08 1.719932e-09)
500           	(-2.466371e-09 -9.939470e-08 1.589342e-09)
520           	(-2.342642e-09 -1.025584e-07 1.486214e-09)
540           	(-2.246654e-09 -1.055677e-07 1.403019e-09)
560           	(-2.170738e-09 -1.084543e-07 1.331594e-09)
580           	(-2.106178e-09 -1.112359e-07 1.262852e-09)
600           	(-2.045971e-09 -1.139211e-07 1.192190e-09)
620           	(-1.983144e-09 -1.165166e-07 1.118565e-09)
640           	(-1.911144e-09 -1.190294e-07 1.042434e-09)
660           	(-1.825262e-09 -1.214665e-07 9.678376e-10)
680           	(-1.724634e-09 -1.238345e-07 9.025040e-10)
700           	(-1.611153e-09 -1.261382e-07 8.553815e-10)
720           	(-1.490154e-09 -1.283792e-07 8.342709e-10)
740           	(-1.369646e-09 -1.305519e-07 8.431975e-10)
760           	(-1.260120e-09 -1.326420e-07 8.811835e-10)
780           	(-1.171416e-09 -1.346280e-07 9.411403e-10)
800           	(-1.109014e-09 -1.364864e-07 1.011436e-09)
820           	(-1.073277e-09 -1.381995e-07 1.079975e-09)
840           	(-1.058206e-09 -1.397564e-07 1.135327e-09)
