# Region      : cellZone cz_solid_64
# Cells       : 2326
# Volume      : 2.145159e-03
# Time        	volIntegrateU
20            	-4.871648e-10 -6.278373e-09 7.111218e-11
40            	-1.010522e-09 -9.240592e-09 2.792810e-10
60            	-1.493201e-09 -1.138509e-08 2.546800e-10
80            	-1.987438e-09 -1.300968e-08 1.261166e-10
100           	-2.452062e-09 -1.444833e-08 -2.851745e-11
120           	-2.888745e-09 -1.595565e-08 -1.763035e-10
140           	-3.336028e-09 -1.772770e-08 -2.792482e-10
160           	-4.047307e-09 -2.001943e-08 -5.074512e-10
180           	-4.404267e-09 -2.270118e-08 -6.350569e-10
200           	-4.627992e-09 -2.569021e-08 -6.885460e-10
220           	-4.696242e-09 -2.880759e-08 -6.625828e-10
240           	-4.587196e-09 -3.184814e-08 -4.979771e-10
260           	-4.311596e-09 -3.463988e-08 -1.294149e-10
280           	-3.902419e-09 -3.708315e-08 4.668616e-10
300           	-3.396537e-09 -3.914578e-08 1.261832e-09
320           	-2.843435e-09 -4.088166e-08 2.186882e-09
340           	-2.318813e-09 -4.243071e-08 3.163119e-09
360           	-1.874917e-09 -4.398842e-08 4.125310e-09
380           	-1.511010e-09 -4.579451e-08 4.995129e-09
400           	-1.216894e-09 -4.803870e-08 5.707227e-09
420           	-9.820507e-10 -5.078456e-08 6.251474e-09
440           	-7.985277e-10 -5.400039e-08 6.640910e-09
460           	-6.658067e-10 -5.758882e-08 6.901335e-09
480           	-5.782716e-10 -6.141475e-08 7.074208e-09
500           	-5.265203e-10 -6.534430e-08 7.200049e-09
520           	-5.009833e-10 -6.927505e-08 7.308139e-09
540           	-4.920696e-10 -7.314455e-08 7.415662e-09
560           	-4.919486e-10 -7.692637e-08 7.528615e-09
580           	-4.957224e-10 -8.061592e-08 7.646056e-09
600           	-5.002025e-10 -8.421733e-08 7.764674e-09
620           	-5.037828e-10 -8.773919e-08 7.879900e-09
640           	-5.057769e-10 -9.119103e-08 7.988312e-09
660           	-5.057254e-10 -9.458025e-08 8.088587e-09
680           	-5.032091e-10 -9.791290e-08 8.181520e-09
700           	-4.982400e-10 -1.011950e-07 8.268231e-09
720           	-4.910658e-10 -1.044341e-07 8.350140e-09
740           	-4.817887e-10 -1.076394e-07 8.428310e-09
760           	-4.705008e-10 -1.108221e-07 8.502941e-09
780           	-4.579669e-10 -1.139933e-07 8.574007e-09
800           	-4.445328e-10 -1.171617e-07 8.641539e-09
820           	-4.292240e-10 -1.203361e-07 8.704359e-09
840           	-4.130399e-10 -1.235247e-07 8.759368e-09
860           	-3.983806e-10 -1.267291e-07 8.805503e-09
880           	-3.861061e-10 -1.299458e-07 8.842316e-09
900           	-3.760368e-10 -1.331698e-07 8.871142e-09
920           	-3.666746e-10 -1.363969e-07 8.894723e-09
940           	-3.567340e-10 -1.396260e-07 8.915725e-09
960           	-3.457057e-10 -1.428595e-07 8.935958e-09
980           	-3.336525e-10 -1.461012e-07 8.956197e-09
1000          	-3.212003e-10 -1.493544e-07 8.976702e-09
1020          	-3.089703e-10 -1.526209e-07 8.997392e-09
1040          	-2.973546e-10 -1.559010e-07 9.018080e-09
1060          	-2.865580e-10 -1.591939e-07 9.038349e-09
1080          	-2.765942e-10 -1.624983e-07 9.057933e-09
1100          	-2.674490e-10 -1.658136e-07 9.076751e-09
