# Region      : cellZone cz_solid_54
# Cells       : 1964
# Volume      : 2.144374e-03
# Time        	volIntegrate(U)
20            	(4.936181e-09 -1.565849e-08 3.163749e-09)
40            	(5.088080e-09 -2.804285e-08 4.044597e-09)
60            	(4.824718e-09 -3.935862e-08 4.703255e-09)
80            	(3.760663e-09 -4.875603e-08 5.110888e-09)
100           	(1.735338e-09 -5.504839e-08 5.045477e-09)
120           	(-9.454605e-10 -5.722578e-08 4.200605e-09)
140           	(-3.654552e-09 -5.500802e-08 1.962217e-09)
160           	(-5.298391e-09 -4.955962e-08 -5.111698e-10)
180           	(-5.234001e-09 -4.279223e-08 -2.316198e-09)
200           	(-4.626022e-09 -3.632623e-08 -3.335619e-09)
220           	(-3.920131e-09 -3.094638e-08 -3.661714e-09)
240           	(-3.287501e-09 -2.684512e-08 -3.589014e-09)
260           	(-2.758596e-09 -2.389060e-08 -3.338798e-09)
280           	(-2.322303e-09 -2.183343e-08 -3.024402e-09)
300           	(-1.958880e-09 -2.042528e-08 -2.698102e-09)
320           	(-1.649897e-09 -1.945707e-08 -2.383228e-09)
340           	(-1.381708e-09 -1.875826e-08 -2.090812e-09)
360           	(-1.144984e-09 -1.819508e-08 -1.824906e-09)
380           	(-9.334848e-10 -1.766878e-08 -1.586396e-09)
400           	(-7.415186e-10 -1.710793e-08 -1.373398e-09)
420           	(-5.666089e-10 -1.646362e-08 -1.184447e-09)
440           	(-4.064909e-10 -1.570361e-08 -1.018733e-09)
460           	(-2.601722e-10 -1.481288e-08 -8.748894e-10)
480           	(-1.249304e-10 -1.378488e-08 -7.495105e-10)
500           	(1.733270e-12 -1.262346e-08 -6.386957e-10)
520           	(1.218421e-10 -1.133496e-08 -5.381242e-10)
540           	(2.377631e-10 -9.928196e-09 -4.428712e-10)
560           	(3.489612e-10 -8.415567e-09 -3.488477e-10)
580           	(4.519954e-10 -6.809645e-09 -2.522949e-10)
600           	(5.414851e-10 -5.124501e-09 -1.493268e-10)
620           	(6.095730e-10 -3.378186e-09 -3.792065e-11)
640           	(6.494790e-10 -1.586337e-09 7.671900e-11)
660           	(6.613358e-10 2.379392e-10 1.816096e-10)
680           	(6.529676e-10 2.081135e-09 2.636874e-10)
700           	(6.345793e-10 3.931535e-09 3.161547e-10)
720           	(6.147537e-10 5.782573e-09 3.428895e-10)
740           	(5.963901e-10 7.629915e-09 3.525699e-10)
760           	(5.805390e-10 9.471868e-09 3.537165e-10)
780           	(5.661881e-10 1.130946e-08 3.508076e-10)
800           	(5.521282e-10 1.314594e-08 3.453899e-10)
820           	(5.376408e-10 1.498456e-08 3.380281e-10)
840           	(5.218212e-10 1.682924e-08 3.280403e-10)
860           	(5.049661e-10 1.868312e-08 3.158838e-10)
880           	(4.877590e-10 2.054866e-08 3.023822e-10)
900           	(4.707047e-10 2.242727e-08 2.881626e-10)
