# Region type : faceZone fz_solid_89
# Faces  :    1698
# Area   :    1.017070e-01
# Time        	sum(phi)
20            	1.564423e-06
40            	1.534580e-05
60            	2.867394e-05
80            	4.538398e-05
100           	6.545335e-05
120           	8.383898e-05
140           	1.050100e-04
160           	1.192698e-04
180           	1.307131e-04
200           	1.405141e-04
220           	1.605263e-04
240           	1.491323e-04
260           	9.350599e-05
280           	1.628783e-05
300           	-5.402849e-05
320           	-9.870719e-05
340           	-1.218533e-04
360           	-1.264850e-04
380           	-1.257472e-04
400           	-1.236600e-04
420           	-1.203086e-04
440           	-1.146030e-04
460           	-1.056378e-04
480           	-9.216377e-05
500           	-8.116249e-05
520           	-7.245774e-05
540           	-6.515121e-05
560           	-5.900570e-05
580           	-5.360965e-05
600           	-4.890880e-05
620           	-4.399786e-05
640           	-3.845646e-05
660           	-3.363194e-05
680           	-3.009123e-05
700           	-2.650662e-05
720           	-2.282726e-05
740           	-1.989515e-05
760           	-1.747696e-05
780           	-1.504638e-05
800           	-1.249178e-05
820           	-9.988363e-06
840           	-7.397080e-06
860           	-4.752490e-06
880           	-2.035267e-06
900           	6.620838e-07
920           	3.163882e-06
940           	5.437883e-06
960           	7.449303e-06
980           	9.193238e-06
1000          	1.072901e-05
1020          	1.240808e-05
