# Region      : cellZone cz_solid_32
# Cells       : 2524
# Volume      : 2.144905e-03
# Time        	volIntegrate(U)
20            	(2.278310e-09 -1.410439e-08 5.896232e-09)
40            	(2.405914e-09 -2.401309e-08 6.853435e-09)
60            	(2.336161e-09 -3.326463e-08 7.112027e-09)
80            	(2.217247e-09 -4.151601e-08 7.329164e-09)
100           	(2.013031e-09 -4.894195e-08 7.435344e-09)
120           	(1.694007e-09 -5.557151e-08 7.392922e-09)
140           	(1.025286e-09 -6.116221e-08 6.859578e-09)
160           	(2.707133e-10 -6.554441e-08 6.337498e-09)
180           	(-4.559350e-10 -6.880133e-08 5.475909e-09)
200           	(-1.198975e-09 -7.063953e-08 4.240593e-09)
220           	(-1.758836e-09 -7.097960e-08 2.692141e-09)
240           	(-1.915219e-09 -7.020632e-08 1.107884e-09)
260           	(-1.713132e-09 -6.912990e-08 -1.362641e-10)
280           	(-1.407116e-09 -6.839532e-08 -9.315167e-10)
300           	(-1.122562e-09 -6.826304e-08 -1.392343e-09)
320           	(-8.706610e-10 -6.876860e-08 -1.636156e-09)
340           	(-6.371560e-10 -6.984458e-08 -1.722341e-09)
360           	(-4.174741e-10 -7.139058e-08 -1.683620e-09)
380           	(-2.168712e-10 -7.330066e-08 -1.545234e-09)
400           	(-4.355292e-11 -7.546779e-08 -1.338016e-09)
420           	(1.007136e-10 -7.779477e-08 -1.086634e-09)
440           	(2.170101e-10 -8.019095e-08 -8.159996e-10)
460           	(3.107826e-10 -8.257276e-08 -5.474926e-10)
480           	(3.900968e-10 -8.486990e-08 -2.903090e-10)
500           	(4.633144e-10 -8.702838e-08 -4.951418e-11)
520           	(5.366569e-10 -8.901414e-08 1.757122e-10)
540           	(6.133871e-10 -9.080959e-08 3.895211e-10)
560           	(6.970149e-10 -9.240716e-08 5.986270e-10)
580           	(7.878667e-10 -9.380405e-08 8.098544e-10)
600           	(8.834122e-10 -9.499858e-08 1.026507e-09)
620           	(9.793510e-10 -9.598943e-08 1.252719e-09)
640           	(1.069829e-09 -9.677450e-08 1.487541e-09)
660           	(1.147132e-09 -9.734639e-08 1.732568e-09)
680           	(1.190309e-09 -9.771591e-08 1.981213e-09)
700           	(1.171658e-09 -9.792750e-08 2.223502e-09)
720           	(1.094282e-09 -9.804739e-08 2.429976e-09)
740           	(1.006159e-09 -9.814470e-08 2.570286e-09)
760           	(9.457482e-10 -9.828067e-08 2.647331e-09)
780           	(9.088530e-10 -9.850774e-08 2.683714e-09)
800           	(8.828635e-10 -9.886281e-08 2.694601e-09)
820           	(8.633983e-10 -9.936028e-08 2.687238e-09)
840           	(8.481282e-10 -9.998856e-08 2.666211e-09)
860           	(8.352996e-10 -1.007232e-07 2.633032e-09)
880           	(8.237237e-10 -1.015385e-07 2.590404e-09)
900           	(8.128501e-10 -1.024111e-07 2.541120e-09)
920           	(8.022961e-10 -1.033192e-07 2.486693e-09)
940           	(7.915296e-10 -1.042465e-07 2.429282e-09)
960           	(7.804239e-10 -1.051836e-07 2.369823e-09)
980           	(7.691631e-10 -1.061247e-07 2.308888e-09)
1000          	(7.581171e-10 -1.070617e-07 2.248066e-09)
1020          	(7.476937e-10 -1.079857e-07 2.190057e-09)
1040          	(7.382212e-10 -1.088887e-07 2.136983e-09)
1060          	(7.296982e-10 -1.097672e-07 2.089193e-09)
1080          	(7.214223e-10 -1.106223e-07 2.044432e-09)
1100          	(7.126544e-10 -1.114587e-07 2.001127e-09)
1120          	(7.028265e-10 -1.122827e-07 1.957549e-09)
1140          	(6.921972e-10 -1.131007e-07 1.912801e-09)
1160          	(6.811660e-10 -1.139181e-07 1.866537e-09)
1180          	(6.701187e-10 -1.147385e-07 1.818174e-09)
1200          	(6.592293e-10 -1.155650e-07 1.768358e-09)
1220          	(6.479730e-10 -1.163989e-07 1.716464e-09)
1240          	(6.386723e-10 -1.172467e-07 1.662565e-09)
1260          	(6.281224e-10 -1.181006e-07 1.611570e-09)
1280          	(6.226640e-10 -1.189534e-07 1.565560e-09)
1300          	(6.148936e-10 -1.197753e-07 1.484875e-09)
1320          	(5.408566e-10 -1.204619e-07 1.292901e-09)
1340          	(5.467765e-10 -1.203612e-07 1.512729e-09)
1360          	(3.215855e-09 -1.267550e-07 1.011960e-08)
1380          	(2.519336e-08 -2.236514e-07 5.928833e-08)
1400          	(1.123787e-07 -9.350373e-07 2.697108e-07)
1420          	(2.561533e-07 -4.123772e-06 1.054159e-06)
1440          	(7.674340e-07 -1.621591e-05 4.533184e-06)
1460          	(5.214375e-06 -6.775428e-05 2.140787e-05)
1480          	(2.993194e-05 -3.153516e-04 1.065807e-04)
1500          	(1.505776e-04 -1.514823e-03 5.358211e-04)
