# Region      : cellZone cz_solid_66
# Cells       : 1988
# Volume      : 2.143326e-03
# Time        	volIntegrateU
20            	-8.036753e-10 -3.702877e-09 4.460264e-10
40            	-1.532118e-09 -6.248803e-09 6.781900e-10
60            	-2.215827e-09 -8.542036e-09 8.442708e-10
80            	-2.912651e-09 -1.066186e-08 1.000602e-09
100           	-3.587185e-09 -1.284718e-08 1.164168e-09
120           	-4.224640e-09 -1.530605e-08 1.336241e-09
140           	-5.386545e-09 -1.842050e-08 1.658335e-09
160           	-5.789686e-09 -2.201265e-08 1.747822e-09
180           	-6.040036e-09 -2.602448e-08 1.888962e-09
200           	-6.114283e-09 -3.032932e-08 2.024717e-09
220           	-5.956211e-09 -3.475625e-08 2.177138e-09
240           	-5.538064e-09 -3.912852e-08 2.353948e-09
260           	-4.869834e-09 -4.330488e-08 2.537372e-09
280           	-3.986833e-09 -4.721913e-08 2.710152e-09
300           	-2.926453e-09 -5.086843e-08 2.913469e-09
320           	-1.768849e-09 -5.435906e-08 3.207982e-09
340           	-6.523067e-10 -5.792963e-08 3.574228e-09
360           	2.989841e-10 -6.184057e-08 3.939730e-09
380           	1.008232e-09 -6.625698e-08 4.221359e-09
400           	1.457059e-09 -7.115506e-08 4.388411e-09
420           	1.691151e-09 -7.636340e-08 4.465977e-09
440           	1.793275e-09 -8.166371e-08 4.497923e-09
460           	1.841175e-09 -8.688288e-08 4.520187e-09
480           	1.884663e-09 -9.192023e-08 4.552837e-09
500           	1.944400e-09 -9.673862e-08 4.601202e-09
520           	2.021560e-09 -1.013443e-07 4.661841e-09
540           	2.109152e-09 -1.057646e-07 4.727895e-09
560           	2.199597e-09 -1.100321e-07 4.793561e-09
580           	2.288665e-09 -1.141761e-07 4.854776e-09
600           	2.374908e-09 -1.182204e-07 4.909729e-09
620           	2.458954e-09 -1.221826e-07 4.958039e-09
640           	2.541631e-09 -1.260769e-07 5.000394e-09
660           	2.623343e-09 -1.299152e-07 5.037712e-09
680           	2.704107e-09 -1.337092e-07 5.070937e-09
700           	2.782808e-09 -1.374694e-07 5.100937e-09
720           	2.857637e-09 -1.412039e-07 5.128921e-09
740           	2.927067e-09 -1.449163e-07 5.155474e-09
760           	2.989310e-09 -1.486096e-07 5.179826e-09
780           	3.042725e-09 -1.522875e-07 5.201031e-09
800           	3.088055e-09 -1.559521e-07 5.218247e-09
820           	3.128625e-09 -1.596067e-07 5.231560e-09
840           	3.168383e-09 -1.632573e-07 5.242014e-09
860           	3.209420e-09 -1.669106e-07 5.250736e-09
880           	3.251930e-09 -1.705710e-07 5.258595e-09
900           	3.295027e-09 -1.742400e-07 5.266372e-09
920           	3.337365e-09 -1.779168e-07 5.274378e-09
940           	3.377608e-09 -1.815993e-07 5.282495e-09
960           	3.414910e-09 -1.852849e-07 5.290400e-09
980           	3.449084e-09 -1.889710e-07 5.297784e-09
1000          	3.480318e-09 -1.926558e-07 5.304540e-09
1020          	3.508973e-09 -1.963385e-07 5.310703e-09
