# Region      : cellZone cz_solid_50
# Cells       : 1993
# Volume      : 2.144928e-03
# Time        	volIntegrate(U)
20            	(-4.075792e-10 -1.247843e-08 4.866996e-09)
40            	(-8.381003e-10 -2.219092e-08 6.194720e-09)
60            	(-1.304585e-09 -3.162270e-08 7.505158e-09)
80            	(-1.797578e-09 -4.105896e-08 8.774163e-09)
100           	(-2.298030e-09 -5.092041e-08 9.900608e-09)
120           	(-2.798663e-09 -6.162969e-08 1.079285e-08)
140           	(-4.006541e-09 -7.463134e-08 1.193848e-08)
160           	(-4.396967e-09 -8.823594e-08 1.171206e-08)
180           	(-4.866135e-09 -1.021101e-07 1.098139e-08)
200           	(-5.232732e-09 -1.157228e-07 9.529316e-09)
220           	(-5.419851e-09 -1.285588e-07 7.339830e-09)
240           	(-5.360386e-09 -1.403915e-07 4.511436e-09)
260           	(-4.790443e-09 -1.515165e-07 1.532816e-09)
280           	(-3.539572e-09 -1.627191e-07 -8.393925e-10)
300           	(-1.956826e-09 -1.747008e-07 -2.182650e-09)
320           	(-5.951082e-10 -1.875816e-07 -2.628244e-09)
340           	(2.833191e-10 -2.010390e-07 -2.540892e-09)
360           	(7.401335e-10 -2.146008e-07 -2.216586e-09)
380           	(9.364634e-10 -2.278372e-07 -1.812753e-09)
400           	(9.954634e-10 -2.404360e-07 -1.405381e-09)
420           	(9.815101e-10 -2.521915e-07 -1.035278e-09)
440           	(9.314009e-10 -2.629968e-07 -7.259724e-10)
460           	(8.684569e-10 -2.728278e-07 -4.868667e-10)
480           	(8.063692e-10 -2.817157e-07 -3.180001e-10)
500           	(7.535673e-10 -2.897237e-07 -2.123979e-10)
520           	(7.162358e-10 -2.969291e-07 -1.579799e-10)
540           	(6.973807e-10 -3.034087e-07 -1.397098e-10)
560           	(6.966969e-10 -3.092233e-07 -1.421264e-10)
580           	(7.121635e-10 -3.144125e-07 -1.497108e-10)
600           	(7.407131e-10 -3.189947e-07 -1.473781e-10)
620           	(7.776433e-10 -3.229702e-07 -1.214115e-10)
640           	(8.148768e-10 -3.263280e-07 -6.234417e-11)
660           	(8.419743e-10 -3.290559e-07 2.920929e-11)
680           	(8.514793e-10 -3.311509e-07 1.466108e-10)
700           	(8.358444e-10 -3.326180e-07 2.725475e-10)
720           	(7.840009e-10 -3.334540e-07 3.691624e-10)
740           	(7.112948e-10 -3.336800e-07 4.006646e-10)
760           	(6.561643e-10 -3.333910e-07 3.757786e-10)
780           	(6.313303e-10 -3.327161e-07 3.233001e-10)
800           	(6.209382e-10 -3.317415e-07 2.535706e-10)
820           	(6.183707e-10 -3.305241e-07 1.742592e-10)
840           	(6.202843e-10 -3.291125e-07 9.228322e-11)
860           	(6.246303e-10 -3.275517e-07 1.014075e-11)
880           	(6.321438e-10 -3.258826e-07 -6.928698e-11)
900           	(6.435810e-10 -3.241367e-07 -1.431349e-10)
920           	(6.574676e-10 -3.223351e-07 -2.110849e-10)
940           	(6.728038e-10 -3.204904e-07 -2.723609e-10)
960           	(6.881849e-10 -3.186066e-07 -3.268369e-10)
980           	(7.022862e-10 -3.166830e-07 -3.754903e-10)
1000          	(7.140689e-10 -3.147169e-07 -4.181809e-10)
1020          	(7.232734e-10 -3.127042e-07 -4.540524e-10)
