# Region      : cellZone cz_solid_33
# Cells       : 1996
# Volume      : 2.142758e-03
# Time        	volIntegrate(U)
20            	(4.507470e-09 -1.013933e-08 5.771827e-09)
40            	(4.315184e-09 -1.771196e-08 5.795996e-09)
60            	(4.208067e-09 -2.452391e-08 5.981230e-09)
80            	(4.005398e-09 -3.049756e-08 6.103139e-09)
100           	(3.641548e-09 -3.549275e-08 6.112998e-09)
120           	(3.067745e-09 -3.934641e-08 5.968494e-09)
140           	(2.109656e-09 -4.164363e-08 5.383695e-09)
160           	(8.603453e-10 -4.184395e-08 4.566740e-09)
180           	(-1.237993e-10 -4.045505e-08 3.542522e-09)
200           	(-9.184715e-10 -3.748603e-08 2.243641e-09)
220           	(-1.328227e-09 -3.345884e-08 8.783601e-10)
240           	(-1.389033e-09 -2.920739e-08 -2.399240e-10)
260           	(-1.298930e-09 -2.543001e-08 -9.701297e-10)
280           	(-1.175811e-09 -2.241824e-08 -1.390383e-09)
300           	(-1.045152e-09 -2.019435e-08 -1.612953e-09)
320           	(-9.085571e-10 -1.868325e-08 -1.700907e-09)
340           	(-7.677218e-10 -1.777625e-08 -1.688249e-09)
360           	(-6.260216e-10 -1.734802e-08 -1.600324e-09)
380           	(-4.897312e-10 -1.726780e-08 -1.464809e-09)
400           	(-3.572707e-10 -1.740951e-08 -1.297498e-09)
420           	(-2.305254e-10 -1.765976e-08 -1.116283e-09)
440           	(-1.110497e-10 -1.792459e-08 -9.352224e-10)
460           	(4.566670e-12 -1.813178e-08 -7.583172e-10)
480           	(1.164444e-10 -1.822894e-08 -5.911000e-10)
500           	(2.276285e-10 -1.818107e-08 -4.320004e-10)
520           	(3.383467e-10 -1.796836e-08 -2.816079e-10)
540           	(4.513139e-10 -1.758015e-08 -1.347606e-10)
560           	(5.679122e-10 -1.701193e-08 1.235534e-11)
580           	(6.858751e-10 -1.626084e-08 1.605581e-10)
600           	(8.002476e-10 -1.533050e-08 3.108526e-10)
620           	(8.997928e-10 -1.423985e-08 4.646944e-10)
640           	(9.670907e-10 -1.302887e-08 6.210145e-10)
660           	(9.889228e-10 -1.175700e-08 7.748770e-10)
680           	(9.710886e-10 -1.049418e-08 9.110712e-10)
700           	(9.388904e-10 -9.303905e-09 1.010728e-09)
720           	(9.160626e-10 -8.232651e-09 1.068827e-09)
740           	(9.088123e-10 -7.303271e-09 1.094698e-09)
760           	(9.116820e-10 -6.515783e-09 1.103985e-09)
780           	(9.182075e-10 -5.863605e-09 1.108331e-09)
800           	(9.252113e-10 -5.346387e-09 1.109841e-09)
820           	(9.315934e-10 -4.964641e-09 1.108479e-09)
840           	(9.361764e-10 -4.711237e-09 1.105017e-09)
