# Region type : faceZone fz_solid_3
# Faces  :    1674
# Area   :    1.017479e-01
# Time        	sum(phi)
20            	-7.233827e-07
40            	3.621889e-06
60            	3.915429e-06
80            	6.600516e-06
100           	1.255845e-05
120           	2.091630e-05
140           	3.115802e-05
160           	4.585796e-05
180           	6.399545e-05
200           	8.807647e-05
220           	1.186687e-04
240           	1.556290e-04
260           	1.997865e-04
280           	2.503381e-04
300           	3.059605e-04
320           	3.633226e-04
340           	4.147918e-04
360           	4.504558e-04
380           	4.676391e-04
400           	4.725662e-04
420           	4.691360e-04
440           	4.611775e-04
460           	4.487752e-04
480           	4.336270e-04
500           	4.194499e-04
520           	4.098652e-04
540           	4.048878e-04
560           	4.034278e-04
580           	4.036684e-04
600           	4.049082e-04
620           	4.066181e-04
640           	4.089113e-04
660           	4.116569e-04
680           	4.147633e-04
700           	4.180633e-04
720           	4.213606e-04
740           	4.244143e-04
760           	4.269624e-04
780           	4.292869e-04
800           	4.312260e-04
820           	4.329718e-04
840           	4.347611e-04
860           	4.369592e-04
880           	4.397869e-04
900           	4.433436e-04
920           	4.473169e-04
940           	4.509579e-04
960           	4.541329e-04
980           	4.561352e-04
1000          	4.573927e-04
1020          	4.579346e-04
