# Region type : faceZone fz_solid_9
# Faces  :    1692
# Area   :    1.016550e-01
# Time        	sum(phi)
20            	3.406516e-05
40            	4.322970e-05
60            	5.501161e-05
80            	6.808492e-05
100           	8.237089e-05
120           	9.814364e-05
140           	1.160118e-04
160           	1.333818e-04
180           	1.547669e-04
200           	1.752090e-04
220           	1.932747e-04
240           	2.062944e-04
260           	2.143325e-04
280           	2.172027e-04
300           	2.144233e-04
320           	2.062202e-04
340           	1.946258e-04
360           	1.820971e-04
380           	1.673409e-04
400           	1.491232e-04
420           	1.308773e-04
440           	1.163853e-04
460           	1.066514e-04
480           	1.009784e-04
500           	9.816464e-05
520           	9.719946e-05
540           	9.708941e-05
560           	9.737727e-05
580           	9.775224e-05
600           	9.813364e-05
620           	9.840613e-05
640           	9.852890e-05
