# Region      : cellZone cz_solid_25
# Cells       : 2152
# Volume      : 2.142825e-03
# Time        	volIntegrate(U)
20            	(-3.158412e-09 -7.892187e-09 -9.001846e-10)
40            	(-3.281788e-09 -1.268609e-08 -7.004910e-10)
60            	(-3.531715e-09 -1.669782e-08 -6.252129e-10)
80            	(-3.802901e-09 -2.020657e-08 -5.779505e-10)
100           	(-4.083399e-09 -2.344779e-08 -5.464545e-10)
120           	(-4.352307e-09 -2.659052e-08 -5.187107e-10)
140           	(-4.583794e-09 -2.979438e-08 -4.803080e-10)
160           	(-5.031331e-09 -3.328347e-08 -5.116651e-10)
180           	(-5.264477e-09 -3.700175e-08 -4.978742e-10)
200           	(-5.464056e-09 -4.099460e-08 -4.835343e-10)
220           	(-5.622143e-09 -4.526051e-08 -4.653453e-10)
240           	(-5.727983e-09 -4.977457e-08 -4.385128e-10)
260           	(-5.765647e-09 -5.449493e-08 -3.942745e-10)
280           	(-5.725424e-09 -5.937403e-08 -3.253530e-10)
300           	(-5.598752e-09 -6.435905e-08 -2.248115e-10)
320           	(-5.381449e-09 -6.939044e-08 -8.252951e-11)
340           	(-5.074947e-09 -7.441235e-08 1.081692e-10)
360           	(-4.685986e-09 -7.937437e-08 3.442445e-10)
380           	(-4.227820e-09 -8.425027e-08 6.113079e-10)
400           	(-3.723024e-09 -8.905050e-08 8.986197e-10)
420           	(-3.199293e-09 -9.381347e-08 1.202751e-09)
440           	(-2.697809e-09 -9.859874e-08 1.508812e-09)
460           	(-2.255907e-09 -1.034557e-07 1.794163e-09)
480           	(-1.898428e-09 -1.084029e-07 2.035658e-09)
500           	(-1.633333e-09 -1.134295e-07 2.218138e-09)
520           	(-1.452829e-09 -1.185077e-07 2.340624e-09)
540           	(-1.338671e-09 -1.236050e-07 2.414992e-09)
560           	(-1.269630e-09 -1.286923e-07 2.457349e-09)
580           	(-1.226637e-09 -1.337415e-07 2.482002e-09)
600           	(-1.195998e-09 -1.387292e-07 2.499122e-09)
620           	(-1.168123e-09 -1.436328e-07 2.514779e-09)
640           	(-1.136932e-09 -1.484367e-07 2.531844e-09)
660           	(-1.098600e-09 -1.531319e-07 2.551703e-09)
680           	(-1.050589e-09 -1.577215e-07 2.574690e-09)
700           	(-9.919283e-10 -1.622158e-07 2.601033e-09)
720           	(-9.223569e-10 -1.666305e-07 2.630837e-09)
740           	(-8.423168e-10 -1.709814e-07 2.664082e-09)
760           	(-7.522509e-10 -1.752804e-07 2.700796e-09)
780           	(-6.524150e-10 -1.795335e-07 2.741390e-09)
800           	(-5.443550e-10 -1.837383e-07 2.786840e-09)
820           	(-4.304904e-10 -1.878834e-07 2.838569e-09)
840           	(-3.143180e-10 -1.919494e-07 2.898282e-09)
860           	(-2.011785e-10 -1.959116e-07 2.968130e-09)
880           	(-9.910544e-11 -1.997409e-07 3.047356e-09)
900           	(-1.104762e-11 -2.034077e-07 3.126641e-09)
920           	(7.098398e-11 -2.069013e-07 3.196016e-09)
940           	(1.558254e-10 -2.102522e-07 3.258737e-09)
960           	(2.445894e-10 -2.135152e-07 3.318796e-09)
980           	(3.323707e-10 -2.167337e-07 3.371564e-09)
1000          	(4.151449e-10 -2.199370e-07 3.415120e-09)
1020          	(4.902009e-10 -2.231420e-07 3.453127e-09)
1040          	(5.560687e-10 -2.263547e-07 3.489314e-09)
1060          	(6.124558e-10 -2.295729e-07 3.525967e-09)
1080          	(6.606186e-10 -2.327902e-07 3.563913e-09)
1100          	(7.020074e-10 -2.359978e-07 3.602473e-09)
1120          	(7.377942e-10 -2.391864e-07 3.640214e-09)
1140          	(7.688487e-10 -2.423481e-07 3.675946e-09)
1160          	(7.958543e-10 -2.454774e-07 3.709087e-09)
1180          	(8.196415e-10 -2.485706e-07 3.739837e-09)
1200          	(8.407710e-10 -2.516271e-07 3.768423e-09)
1220          	(8.599622e-10 -2.546474e-07 3.795178e-09)
1240          	(8.778663e-10 -2.576339e-07 3.820565e-09)
1260          	(8.946930e-10 -2.605895e-07 3.844851e-09)
1280          	(9.108130e-10 -2.635174e-07 3.868445e-09)
1300          	(9.264391e-10 -2.664201e-07 3.891476e-09)
1320          	(9.417758e-10 -2.693014e-07 3.913956e-09)
1340          	(9.564317e-10 -2.721674e-07 3.933445e-09)
1360          	(9.698615e-10 -2.750214e-07 3.987292e-09)
1380          	(1.029403e-09 -2.778430e-07 4.024033e-09)
1400          	(9.857394e-10 -2.803462e-07 4.022062e-09)
1420          	(-7.061598e-10 -2.841519e-07 3.753698e-09)
1440          	(-1.273148e-08 -3.023574e-07 7.897758e-10)
1460          	(-1.699646e-07 -5.063969e-07 -4.649486e-08)
1480          	(-1.103508e-06 -2.319791e-06 -3.227263e-07)
