# Region      : cellZone cz_solid_96
# Cells       : 2176
# Volume      : 2.142033e-03
# Time        	volIntegrate(U)
20            	(2.079752e-08 -6.797863e-09 -3.787784e-09)
40            	(1.838000e-08 -6.563529e-09 1.737914e-10)
60            	(1.031760e-08 -5.978948e-09 4.796724e-09)
80            	(-2.273215e-09 -7.177654e-09 3.166826e-09)
100           	(-8.489044e-09 -8.135439e-09 -2.984286e-09)
120           	(-9.079675e-09 -8.825142e-09 -5.218982e-09)
140           	(-7.967476e-09 -8.301538e-09 -5.075210e-09)
160           	(-6.751524e-09 -7.028463e-09 -4.580180e-09)
180           	(-5.737621e-09 -5.181774e-09 -3.956501e-09)
200           	(-5.074972e-09 -3.027340e-09 -3.436772e-09)
220           	(-4.614534e-09 -7.397759e-10 -3.037095e-09)
240           	(-4.271469e-09 1.560902e-09 -2.723922e-09)
260           	(-4.003887e-09 3.837589e-09 -2.475780e-09)
280           	(-3.786754e-09 6.089587e-09 -2.283508e-09)
300           	(-3.604403e-09 8.321087e-09 -2.135218e-09)
320           	(-3.443794e-09 1.052635e-08 -2.024272e-09)
340           	(-3.292267e-09 1.269231e-08 -1.940765e-09)
360           	(-3.142882e-09 1.480622e-08 -1.875145e-09)
380           	(-2.997629e-09 1.686489e-08 -1.820664e-09)
400           	(-2.859409e-09 1.887170e-08 -1.772738e-09)
420           	(-2.729225e-09 2.083040e-08 -1.728005e-09)
440           	(-2.609011e-09 2.274053e-08 -1.683958e-09)
460           	(-2.499155e-09 2.459338e-08 -1.638368e-09)
480           	(-2.398795e-09 2.636861e-08 -1.588147e-09)
500           	(-2.309515e-09 2.804826e-08 -1.533430e-09)
520           	(-2.234983e-09 2.963708e-08 -1.479173e-09)
540           	(-2.173968e-09 3.114607e-08 -1.426536e-09)
560           	(-2.124132e-09 3.260789e-08 -1.382029e-09)
580           	(-2.077573e-09 3.405473e-08 -1.341284e-09)
600           	(-2.040638e-09 3.551513e-08 -1.306262e-09)
620           	(-2.004376e-09 3.701339e-08 -1.278075e-09)
640           	(-1.965796e-09 3.855821e-08 -1.253311e-09)
660           	(-1.925821e-09 4.015114e-08 -1.230381e-09)
680           	(-1.885969e-09 4.177807e-08 -1.209093e-09)
700           	(-1.845832e-09 4.341914e-08 -1.189579e-09)
720           	(-1.804537e-09 4.506118e-08 -1.171219e-09)
740           	(-1.761975e-09 4.669552e-08 -1.154030e-09)
760           	(-1.718522e-09 4.831435e-08 -1.138516e-09)
780           	(-1.675422e-09 4.991343e-08 -1.123961e-09)
