# Region type : faceZone fz_solid_81
# Faces  :    1731
# Area   :    1.016571e-01
# Time        	sum(phi)
20            	-2.227245e-05
40            	-1.590477e-05
60            	-8.747689e-06
80            	-3.232522e-06
100           	-2.862956e-07
120           	-1.580421e-07
140           	-2.732335e-06
160           	-6.940838e-06
180           	-1.267256e-05
200           	-1.872390e-05
220           	-2.514747e-05
240           	-3.108375e-05
260           	-3.399513e-05
280           	-3.102372e-05
300           	-2.181960e-05
320           	-5.116912e-06
340           	1.514769e-05
360           	3.638412e-05
380           	6.327108e-05
400           	8.756527e-05
420           	8.937700e-05
440           	7.344690e-05
460           	5.691793e-05
480           	4.204545e-05
500           	2.860708e-05
520           	1.760942e-05
540           	1.087389e-05
560           	5.574782e-06
580           	1.465844e-06
600           	-8.222695e-07
620           	-2.851530e-06
640           	-5.618708e-06
660           	-8.921163e-06
680           	-1.280461e-05
700           	-1.673154e-05
720           	-1.943636e-05
740           	-2.074221e-05
760           	-2.085610e-05
780           	-2.013249e-05
800           	-1.900372e-05
820           	-1.769124e-05
840           	-1.619625e-05
860           	-1.457113e-05
880           	-1.308711e-05
900           	-1.180300e-05
920           	-1.051591e-05
940           	-9.237210e-06
960           	-8.006694e-06
980           	-6.931742e-06
1000          	-5.980536e-06
1020          	-5.079500e-06
