# Region      : cellZone cz_solid_72
# Cells       : 2170
# Volume      : 2.144659e-03
# Time        	volIntegrate(U)
20            	(2.448411e-09 -7.065793e-09 3.132113e-09)
40            	(2.749227e-09 -1.416664e-08 4.651754e-09)
60            	(3.009401e-09 -2.197263e-08 6.051574e-09)
80            	(3.061962e-09 -3.030495e-08 7.249111e-09)
100           	(2.733698e-09 -3.899421e-08 8.004263e-09)
120           	(1.825809e-09 -4.760686e-08 8.017136e-09)
140           	(-6.032672e-10 -5.580132e-08 6.428496e-09)
160           	(-2.016928e-09 -6.280219e-08 4.304865e-09)
180           	(-3.627906e-09 -6.954799e-08 1.317266e-09)
200           	(-4.052348e-09 -7.649348e-08 -1.890256e-09)
220           	(-3.195053e-09 -8.375873e-08 -4.224236e-09)
240           	(-2.012085e-09 -9.107441e-08 -5.364654e-09)
260           	(-1.111078e-09 -9.801166e-08 -5.634190e-09)
280           	(-5.716492e-10 -1.042152e-07 -5.441422e-09)
300           	(-2.674795e-10 -1.095353e-07 -5.044241e-09)
320           	(-9.474589e-11 -1.139518e-07 -4.576714e-09)
340           	(6.563468e-13 -1.174951e-07 -4.108675e-09)
360           	(5.327397e-11 -1.202261e-07 -3.680978e-09)
380           	(8.511346e-11 -1.222252e-07 -3.309795e-09)
400           	(1.069739e-10 -1.235791e-07 -2.997355e-09)
420           	(1.226989e-10 -1.243743e-07 -2.739141e-09)
440           	(1.340373e-10 -1.246949e-07 -2.527963e-09)
460           	(1.428607e-10 -1.246173e-07 -2.355412e-09)
480           	(1.513319e-10 -1.242071e-07 -2.211928e-09)
500           	(1.611698e-10 -1.235177e-07 -2.088194e-09)
520           	(1.741481e-10 -1.225902e-07 -1.975831e-09)
540           	(1.914041e-10 -1.214532e-07 -1.867590e-09)
560           	(2.118257e-10 -1.201174e-07 -1.756820e-09)
580           	(2.328123e-10 -1.185773e-07 -1.637931e-09)
600           	(2.498600e-10 -1.168180e-07 -1.509716e-09)
620           	(2.573035e-10 -1.148307e-07 -1.374606e-09)
640           	(2.481377e-10 -1.126231e-07 -1.242714e-09)
660           	(2.208841e-10 -1.102198e-07 -1.130651e-09)
680           	(1.870177e-10 -1.076743e-07 -1.048548e-09)
700           	(1.566015e-10 -1.050544e-07 -9.902892e-10)
720           	(1.294848e-10 -1.024094e-07 -9.475425e-10)
740           	(1.052275e-10 -9.976687e-08 -9.182464e-10)
760           	(8.527243e-11 -9.714186e-08 -8.996954e-10)
780           	(6.894587e-11 -9.454041e-08 -8.875157e-10)
800           	(5.510967e-11 -9.196331e-08 -8.786853e-10)
820           	(4.230763e-11 -8.940932e-08 -8.715990e-10)
840           	(3.029326e-11 -8.687764e-08 -8.656080e-10)
860           	(1.878494e-11 -8.436765e-08 -8.596209e-10)
880           	(7.663118e-12 -8.187936e-08 -8.532166e-10)
900           	(-3.025411e-12 -7.941266e-08 -8.457206e-10)
920           	(-1.320904e-11 -7.696670e-08 -8.362445e-10)
940           	(-2.286286e-11 -7.453903e-08 -8.236499e-10)
960           	(-3.227015e-11 -7.212510e-08 -8.074213e-10)
980           	(-4.200310e-11 -6.971678e-08 -7.879358e-10)
