# Region      : cellZone cz_solid_50
# Cells       : 1993
# Volume      : 2.144928e-03
# Time        	volIntegrate(U)
20            	(-2.521087e-10 -7.029788e-09 3.089413e-09)
40            	(-5.308083e-10 -1.305351e-08 3.947658e-09)
60            	(-8.284729e-10 -1.909405e-08 4.787399e-09)
80            	(-1.144585e-09 -2.513646e-08 5.602203e-09)
100           	(-1.465405e-09 -3.144674e-08 6.324975e-09)
120           	(-1.787217e-09 -3.829852e-08 6.899234e-09)
140           	(-2.527772e-09 -4.647847e-08 7.619698e-09)
160           	(-2.757191e-09 -5.505638e-08 7.498042e-09)
180           	(-3.078082e-09 -6.391235e-08 7.074683e-09)
200           	(-3.342064e-09 -7.263254e-08 6.180871e-09)
220           	(-3.484524e-09 -8.087327e-08 4.804949e-09)
240           	(-3.462448e-09 -8.849374e-08 3.014545e-09)
260           	(-3.121934e-09 -9.566673e-08 1.106572e-09)
280           	(-2.345906e-09 -1.028709e-07 -4.410578e-10)
300           	(-1.337214e-09 -1.105490e-07 -1.341720e-09)
320           	(-4.494365e-10 -1.187973e-07 -1.661067e-09)
340           	(1.348965e-10 -1.274218e-07 -1.626693e-09)
360           	(4.444214e-10 -1.361267e-07 -1.430130e-09)
380           	(5.814494e-10 -1.446393e-07 -1.177164e-09)
400           	(6.259152e-10 -1.527543e-07 -9.181784e-10)
420           	(6.212262e-10 -1.603381e-07 -6.810000e-10)
440           	(5.919610e-10 -1.673192e-07 -4.812779e-10)
460           	(5.534091e-10 -1.736790e-07 -3.257840e-10)
480           	(5.146866e-10 -1.794357e-07 -2.147724e-10)
500           	(4.812296e-10 -1.846275e-07 -1.444257e-10)
520           	(4.570253e-10 -1.893031e-07 -1.072855e-10)
540           	(4.442097e-10 -1.935118e-07 -9.427077e-11)
560           	(4.428453e-10 -1.972936e-07 -9.532105e-11)
580           	(4.517943e-10 -2.006755e-07 -1.009541e-10)
600           	(4.692429e-10 -2.036708e-07 -1.015518e-10)
620           	(4.924246e-10 -2.062814e-07 -8.813939e-11)
640           	(5.165183e-10 -2.085009e-07 -5.453222e-11)
660           	(5.350078e-10 -2.103213e-07 1.579751e-13)
680           	(5.429658e-10 -2.117403e-07 7.168079e-11)
700           	(5.359657e-10 -2.127618e-07 1.503532e-10)
720           	(5.075771e-10 -2.133861e-07 2.154816e-10)
740           	(4.633881e-10 -2.136214e-07 2.422910e-10)
760           	(4.263131e-10 -2.135180e-07 2.312693e-10)
780           	(4.085209e-10 -2.131564e-07 2.006117e-10)
800           	(4.011665e-10 -2.125950e-07 1.586871e-10)
820           	(3.989238e-10 -2.118710e-07 1.099302e-10)
840           	(3.996334e-10 -2.110153e-07 5.891785e-11)
860           	(4.017400e-10 -2.100560e-07 7.677045e-12)
880           	(4.053142e-10 -2.090199e-07 -4.246619e-11)
900           	(4.115169e-10 -2.079288e-07 -8.931962e-11)
920           	(4.194279e-10 -2.067975e-07 -1.325521e-10)
940           	(4.283433e-10 -2.056350e-07 -1.719510e-10)
960           	(4.376029e-10 -2.044455e-07 -2.071199e-10)
980           	(4.463160e-10 -2.032296e-07 -2.384964e-10)
1000          	(4.538576e-10 -2.019864e-07 -2.665147e-10)
1020          	(4.598744e-10 -2.007141e-07 -2.905111e-10)
