# Region      : cellZone cz_solid_45
# Cells       : 2044
# Volume      : 2.142220e-03
# Time        	volIntegrateU
20            	-1.159732e-09 -5.468903e-09 -5.138882e-11
40            	-1.623894e-09 -9.126913e-09 6.800353e-11
60            	-2.061181e-09 -1.227806e-08 1.029338e-10
80            	-2.503176e-09 -1.501985e-08 1.009473e-10
100           	-2.933614e-09 -1.760711e-08 8.938701e-11
120           	-3.339101e-09 -2.023654e-08 8.011489e-11
140           	-3.940328e-09 -2.317730e-08 9.129726e-11
160           	-4.323249e-09 -2.647682e-08 5.162054e-11
180           	-4.571088e-09 -3.013857e-08 7.202456e-11
200           	-4.729366e-09 -3.413992e-08 1.159524e-10
220           	-4.775627e-09 -3.842477e-08 1.966977e-10
240           	-4.689917e-09 -4.292287e-08 3.316873e-10
260           	-4.457720e-09 -4.755117e-08 5.416731e-10
280           	-4.071892e-09 -5.222370e-08 8.491643e-10
300           	-3.538749e-09 -5.686406e-08 1.259040e-09
320           	-2.895974e-09 -6.143524e-08 1.740246e-09
340           	-2.194760e-09 -6.593316e-08 2.252160e-09
360           	-1.487829e-09 -7.037394e-08 2.773525e-09
380           	-8.300478e-10 -7.483863e-08 3.273053e-09
400           	-2.674982e-10 -7.947687e-08 3.704801e-09
420           	1.719066e-10 -8.443465e-08 4.031533e-09
440           	4.774359e-10 -8.975374e-08 4.240451e-09
460           	6.573196e-10 -9.535802e-08 4.346863e-09
480           	7.400696e-10 -1.011140e-07 4.383308e-09
500           	7.636721e-10 -1.068907e-07 4.385675e-09
520           	7.623956e-10 -1.125903e-07 4.381984e-09
540           	7.586695e-10 -1.181529e-07 4.387697e-09
560           	7.629718e-10 -1.235521e-07 4.407956e-09
580           	7.783108e-10 -1.287861e-07 4.441254e-09
600           	8.038886e-10 -1.338682e-07 4.483805e-09
620           	8.380962e-10 -1.388186e-07 4.531467e-09
640           	8.793434e-10 -1.436599e-07 4.581433e-09
660           	9.265906e-10 -1.484135e-07 4.632088e-09
680           	9.790163e-10 -1.530984e-07 4.682837e-09
700           	1.035907e-09 -1.577298e-07 4.733461e-09
720           	1.096336e-09 -1.623188e-07 4.783923e-09
740           	1.158997e-09 -1.668716e-07 4.834266e-09
760           	1.222147e-09 -1.713890e-07 4.884550e-09
780           	1.283629e-09 -1.758675e-07 4.934218e-09
800           	1.340700e-09 -1.803018e-07 4.982308e-09
820           	1.391805e-09 -1.846884e-07 5.028061e-09
840           	1.437436e-09 -1.890286e-07 5.070684e-09
860           	1.480220e-09 -1.933320e-07 5.110040e-09
880           	1.523148e-09 -1.976140e-07 5.147204e-09
900           	1.567189e-09 -2.018902e-07 5.183129e-09
920           	1.611374e-09 -2.061697e-07 5.217915e-09
940           	1.653986e-09 -2.104550e-07 5.251345e-09
960           	1.693662e-09 -2.147430e-07 5.283118e-09
980           	1.729535e-09 -2.190281e-07 5.312830e-09
1000          	1.761582e-09 -2.233043e-07 5.340316e-09
1020          	1.790085e-09 -2.275671e-07 5.365758e-09
