# Region type : faceZone fz_solid_99
# Faces  :    1658
# Area   :    1.017242e-01
# Time        	sum(phi)
20            	-4.339077e-05
40            	-2.365837e-05
60            	-6.099410e-06
80            	6.417332e-06
100           	1.544966e-05
120           	2.545508e-05
140           	3.576087e-05
160           	3.949327e-05
180           	4.007690e-05
200           	3.811268e-05
220           	3.550697e-05
240           	3.411386e-05
260           	3.561735e-05
280           	3.892676e-05
300           	4.027807e-05
320           	3.800232e-05
340           	3.283710e-05
360           	2.627162e-05
380           	2.071363e-05
400           	1.837477e-05
420           	1.911167e-05
440           	2.150222e-05
460           	2.306140e-05
480           	2.375796e-05
500           	2.369399e-05
520           	2.230059e-05
540           	1.885421e-05
560           	1.505059e-05
580           	1.219878e-05
600           	9.436601e-06
620           	6.025006e-06
640           	2.307737e-06
660           	-8.836667e-07
680           	-3.087572e-06
700           	-4.257241e-06
720           	-4.635660e-06
740           	-4.304304e-06
760           	-3.434867e-06
780           	-2.208633e-06
800           	-6.396442e-07
820           	1.140338e-06
840           	2.966313e-06
860           	4.648001e-06
880           	6.256846e-06
900           	7.833012e-06
920           	9.475585e-06
940           	1.109883e-05
960           	1.270866e-05
980           	1.400255e-05
1000          	1.504711e-05
1020          	1.583136e-05
