# Region type : faceZone fz_solid_36
# Faces  :    1636
# Area   :    1.016897e-01
# Time        	sum(phi)
20            	3.645478e-05
40            	3.672158e-05
60            	3.682288e-05
80            	3.420596e-05
100           	2.773731e-05
120           	1.893270e-05
140           	9.878851e-06
160           	4.031244e-06
180           	5.552143e-07
200           	-1.111852e-06
220           	-1.800501e-06
240           	-1.916998e-06
260           	-1.837853e-06
280           	-1.733872e-06
300           	-1.648048e-06
320           	-1.721481e-06
340           	-1.930576e-06
360           	-2.331686e-06
380           	-2.957420e-06
400           	-3.750540e-06
420           	-4.582171e-06
440           	-4.982040e-06
460           	-4.154734e-06
480           	-1.813599e-06
500           	8.548476e-07
520           	2.609095e-06
540           	3.294916e-06
560           	3.569732e-06
580           	3.914150e-06
600           	4.453053e-06
620           	5.112471e-06
640           	5.825251e-06
660           	6.519602e-06
680           	7.147387e-06
700           	7.718834e-06
720           	8.228835e-06
740           	8.686261e-06
760           	9.075381e-06
780           	9.383966e-06
800           	9.616155e-06
820           	9.762952e-06
840           	9.843561e-06
860           	9.857900e-06
880           	9.824009e-06
900           	9.750963e-06
920           	9.623171e-06
940           	9.452711e-06
960           	9.229742e-06
980           	8.934210e-06
