# Region type : faceZone fz_solid_83
# Faces  :    1684
# Area   :    1.017215e-01
# Time        	sum(phi)
20            	-1.200459e-05
40            	-1.067139e-05
60            	-1.550446e-05
80            	-1.875394e-05
100           	-2.207261e-05
120           	-2.485735e-05
140           	-2.453081e-05
160           	-1.568773e-05
180           	6.122945e-06
200           	4.486750e-05
220           	1.000113e-04
240           	1.628882e-04
260           	2.314713e-04
280           	2.962311e-04
300           	3.505518e-04
320           	3.960237e-04
340           	4.360047e-04
360           	4.854358e-04
380           	5.195238e-04
400           	5.635373e-04
420           	5.780834e-04
440           	5.745758e-04
460           	5.630654e-04
480           	5.601892e-04
500           	5.561601e-04
520           	5.741493e-04
540           	5.831153e-04
560           	5.897417e-04
580           	6.039233e-04
600           	6.045357e-04
620           	5.952398e-04
640           	5.861396e-04
660           	5.789537e-04
680           	5.726637e-04
700           	5.672809e-04
720           	5.611963e-04
740           	5.573432e-04
760           	5.551542e-04
780           	5.528670e-04
800           	5.501314e-04
820           	5.484162e-04
840           	5.473977e-04
860           	5.461711e-04
880           	5.448597e-04
900           	5.438801e-04
920           	5.431226e-04
940           	5.422331e-04
960           	5.414106e-04
980           	5.404119e-04
1000          	5.391965e-04
1020          	5.377982e-04
