# Region      : cellZone cz_solid_1
# Cells       : 2082
# Volume      : 2.144779e-03
# Time        	volIntegrate(U)
20            	(3.658587e-10 -4.075741e-09 -3.710501e-09)
40            	(2.994801e-10 -6.530992e-09 -2.988020e-09)
60            	(1.936265e-10 -8.316148e-09 -2.584503e-09)
80            	(9.847347e-11 -9.556263e-09 -2.335501e-09)
100           	(1.638923e-11 -1.042107e-08 -2.183693e-09)
120           	(-5.322086e-11 -1.103572e-08 -2.090131e-09)
140           	(-8.360333e-11 -1.145413e-08 -2.084090e-09)
160           	(-1.648581e-10 -1.180155e-08 -2.042700e-09)
180           	(-2.107565e-10 -1.200162e-08 -2.017808e-09)
200           	(-2.209973e-10 -1.197523e-08 -1.994804e-09)
220           	(-2.091001e-10 -1.186849e-08 -1.933328e-09)
240           	(-2.326853e-10 -1.188581e-08 -1.834491e-09)
260           	(-2.779161e-10 -1.207877e-08 -1.741482e-09)
280           	(-3.167438e-10 -1.241276e-08 -1.671267e-09)
300           	(-3.485206e-10 -1.283755e-08 -1.628678e-09)
320           	(-3.747444e-10 -1.333585e-08 -1.614793e-09)
340           	(-3.977091e-10 -1.391655e-08 -1.627667e-09)
360           	(-4.203652e-10 -1.460074e-08 -1.658829e-09)
380           	(-4.448019e-10 -1.541224e-08 -1.702181e-09)
400           	(-4.710348e-10 -1.636302e-08 -1.742446e-09)
420           	(-4.963421e-10 -1.743977e-08 -1.765547e-09)
440           	(-5.162015e-10 -1.860519e-08 -1.762078e-09)
460           	(-5.280630e-10 -1.981774e-08 -1.728094e-09)
480           	(-5.328002e-10 -2.104021e-08 -1.661776e-09)
500           	(-5.336089e-10 -2.222874e-08 -1.561384e-09)
520           	(-5.347162e-10 -2.333128e-08 -1.425621e-09)
540           	(-5.414661e-10 -2.430184e-08 -1.259817e-09)
560           	(-5.581101e-10 -2.511537e-08 -1.075779e-09)
580           	(-5.836186e-10 -2.577002e-08 -8.887269e-10)
600           	(-6.124763e-10 -2.628015e-08 -7.133571e-10)
620           	(-6.384569e-10 -2.666737e-08 -5.593720e-10)
640           	(-6.577228e-10 -2.695413e-08 -4.309701e-10)
660           	(-6.688578e-10 -2.716018e-08 -3.280209e-10)
680           	(-6.729086e-10 -2.730088e-08 -2.472792e-10)
700           	(-6.728207e-10 -2.738754e-08 -1.843392e-10)
720           	(-6.711815e-10 -2.742880e-08 -1.354479e-10)
740           	(-6.702899e-10 -2.743190e-08 -9.690745e-11)
760           	(-6.711121e-10 -2.740286e-08 -6.580675e-11)
780           	(-6.740786e-10 -2.734714e-08 -3.997209e-11)
800           	(-6.787358e-10 -2.726955e-08 -1.789691e-11)
820           	(-6.843689e-10 -2.717416e-08 1.584019e-12)
840           	(-6.901237e-10 -2.706397e-08 1.907879e-11)
860           	(-6.954052e-10 -2.694069e-08 3.509879e-11)
880           	(-6.999300e-10 -2.680419e-08 4.978573e-11)
900           	(-7.037589e-10 -2.665300e-08 6.296251e-11)
920           	(-7.073813e-10 -2.648486e-08 7.439984e-11)
940           	(-7.116927e-10 -2.629805e-08 8.375249e-11)
960           	(-7.173133e-10 -2.609251e-08 9.127958e-11)
980           	(-7.243898e-10 -2.587026e-08 9.759690e-11)
1000          	(-7.323478e-10 -2.563476e-08 1.036808e-10)
1020          	(-7.402611e-10 -2.538973e-08 1.101008e-10)
