# Region      : cellZone cz_solid_16
# Cells       : 2244
# Volume      : 2.141704e-03
# Time        	volIntegrate(U)
20            	(8.261952e-09 -6.920829e-09 1.722824e-11)
40            	(7.175355e-09 -1.184277e-08 2.630033e-10)
60            	(6.452455e-09 -1.581169e-08 4.351285e-10)
80            	(5.746687e-09 -1.886629e-08 5.666809e-10)
100           	(5.024205e-09 -2.101023e-08 6.434666e-10)
120           	(4.265457e-09 -2.223907e-08 6.562666e-10)
140           	(3.493649e-09 -2.259287e-08 6.058296e-10)
160           	(2.678294e-09 -2.219126e-08 4.950878e-10)
180           	(1.896793e-09 -2.115094e-08 3.346878e-10)
200           	(1.344582e-09 -1.971382e-08 1.842105e-10)
220           	(9.252902e-10 -1.808204e-08 4.531817e-11)
240           	(6.355331e-10 -1.642245e-08 -7.561076e-11)
260           	(4.532461e-10 -1.486515e-08 -1.895469e-10)
280           	(3.447798e-10 -1.349442e-08 -3.083429e-10)
300           	(2.755593e-10 -1.228208e-08 -4.264813e-10)
320           	(2.322927e-10 -1.111726e-08 -5.271758e-10)
340           	(1.995120e-10 -9.899344e-09 -6.092577e-10)
360           	(1.853717e-10 -8.560194e-09 -6.815568e-10)
380           	(1.932089e-10 -7.057511e-09 -7.485192e-10)
400           	(2.318884e-10 -5.369414e-09 -8.106305e-10)
420           	(3.039132e-10 -3.479041e-09 -8.646639e-10)
440           	(4.060988e-10 -1.400349e-09 -8.920521e-10)
460           	(5.114473e-10 7.978549e-10 -8.464197e-10)
480           	(5.888875e-10 3.057599e-09 -7.061922e-10)
500           	(5.988659e-10 5.328925e-09 -5.285362e-10)
520           	(5.536997e-10 7.516759e-09 -4.157693e-10)
540           	(5.007953e-10 9.548253e-09 -3.899880e-10)
560           	(4.658484e-10 1.141991e-08 -4.006432e-10)
580           	(4.600045e-10 1.313871e-08 -4.110837e-10)
600           	(4.789799e-10 1.470204e-08 -4.097144e-10)
620           	(5.170874e-10 1.610818e-08 -4.050548e-10)
640           	(5.568833e-10 1.735745e-08 -4.046744e-10)
660           	(5.914074e-10 1.847224e-08 -4.059266e-10)
680           	(6.184349e-10 1.948403e-08 -4.053872e-10)
700           	(6.392566e-10 2.042016e-08 -4.022416e-10)
720           	(6.544850e-10 2.129996e-08 -3.963418e-10)
740           	(6.638559e-10 2.213661e-08 -3.880738e-10)
760           	(6.685130e-10 2.293896e-08 -3.782024e-10)
780           	(6.691984e-10 2.371247e-08 -3.670046e-10)
800           	(6.656670e-10 2.446188e-08 -3.547662e-10)
820           	(6.575094e-10 2.519337e-08 -3.418205e-10)
840           	(6.446052e-10 2.591492e-08 -3.286083e-10)
860           	(6.278935e-10 2.663413e-08 -3.157206e-10)
880           	(6.078246e-10 2.735656e-08 -3.040100e-10)
900           	(5.849810e-10 2.808612e-08 -2.938916e-10)
920           	(5.587777e-10 2.882646e-08 -2.852507e-10)
940           	(5.294799e-10 2.958146e-08 -2.778245e-10)
960           	(4.977932e-10 3.035497e-08 -2.717138e-10)
980           	(4.645483e-10 3.114966e-08 -2.674905e-10)
1000          	(4.299101e-10 3.196685e-08 -2.659485e-10)
1020          	(3.930641e-10 3.280712e-08 -2.672376e-10)
1040          	(3.526709e-10 3.367197e-08 -2.707843e-10)
1060          	(3.089534e-10 3.456400e-08 -2.746893e-10)
1080          	(2.639497e-10 3.548684e-08 -2.769559e-10)
1100          	(2.211120e-10 3.644139e-08 -2.766481e-10)
1120          	(1.825158e-10 3.742367e-08 -2.741604e-10)
1140          	(1.485397e-10 3.842849e-08 -2.698637e-10)
1160          	(1.222492e-10 3.945274e-08 -2.628934e-10)
1180          	(1.080422e-10 4.049602e-08 -2.555451e-10)
1200          	(1.043300e-10 4.155734e-08 -2.518631e-10)
1220          	(1.049659e-10 4.262792e-08 -2.526468e-10)
1240          	(1.051901e-10 4.369712e-08 -2.591360e-10)
1260          	(9.692755e-11 4.475372e-08 -2.675487e-10)
1280          	(9.892894e-11 4.579136e-08 -2.826137e-10)
1300          	(6.721864e-11 4.680692e-08 -3.195393e-10)
1320          	(1.216948e-10 4.778640e-08 -3.608037e-10)
1340          	(2.103724e-10 4.904686e-08 -7.195062e-10)
1360          	(-1.626121e-08 6.373984e-08 3.900885e-09)
1380          	(-4.035408e-07 -4.035284e-07 2.141906e-07)
1400          	(-2.992363e-06 -6.381461e-06 2.096505e-06)
1420          	(-2.088893e-05 -4.250359e-05 1.328500e-05)
1440          	(-1.235276e-04 -2.746740e-04 8.874359e-05)
