# Region type : faceZone fz_solid_63
# Faces  :    1674
# Area   :    1.017882e-01
# Time        	sum(phi)
20            	-1.238473e-05
40            	-1.208116e-05
60            	-1.251161e-05
80            	-1.043343e-05
100           	-7.798987e-06
120           	-4.786969e-06
140           	-6.193111e-07
160           	5.499526e-06
180           	1.535921e-05
200           	3.093977e-05
220           	5.216388e-05
240           	7.857361e-05
260           	1.085328e-04
280           	1.378496e-04
300           	1.807615e-04
320           	2.411762e-04
340           	2.981795e-04
360           	3.459347e-04
380           	3.878642e-04
400           	4.185976e-04
420           	4.363562e-04
440           	4.378737e-04
460           	4.317571e-04
480           	4.337949e-04
500           	4.482682e-04
520           	4.731018e-04
540           	5.025259e-04
560           	5.318560e-04
580           	5.579015e-04
600           	5.795551e-04
620           	5.967999e-04
640           	6.106334e-04
660           	6.218042e-04
680           	6.317454e-04
700           	6.410310e-04
720           	6.500986e-04
740           	6.586833e-04
760           	6.666513e-04
780           	6.739639e-04
800           	6.807106e-04
820           	6.868110e-04
840           	6.922880e-04
860           	6.973134e-04
880           	7.017973e-04
900           	7.057812e-04
920           	7.095292e-04
940           	7.131983e-04
960           	7.170226e-04
980           	7.208107e-04
1000          	7.245788e-04
1020          	7.282361e-04
