# Region      : cellZone cz_solid_49
# Cells       : 1960
# Volume      : 2.143655e-03
# Time        	volIntegrate(U)
20            	(-1.026779e-09 -6.357430e-09 2.467036e-09)
40            	(-1.476281e-09 -1.169153e-08 3.188621e-09)
60            	(-1.935800e-09 -1.695525e-08 3.892573e-09)
80            	(-2.404616e-09 -2.215095e-08 4.594740e-09)
100           	(-2.856604e-09 -2.755978e-08 5.252685e-09)
120           	(-3.274605e-09 -3.347658e-08 5.830175e-09)
140           	(-4.149107e-09 -4.076985e-08 6.763664e-09)
160           	(-4.266134e-09 -4.877917e-08 6.900069e-09)
180           	(-4.443777e-09 -5.753114e-08 6.909685e-09)
200           	(-4.482212e-09 -6.678195e-08 6.666211e-09)
220           	(-4.306951e-09 -7.624612e-08 6.150847e-09)
240           	(-3.912897e-09 -8.573781e-08 5.378635e-09)
260           	(-3.365642e-09 -9.520208e-08 4.376172e-09)
280           	(-2.673382e-09 -1.047049e-07 3.244195e-09)
300           	(-1.820407e-09 -1.144090e-07 2.204201e-09)
320           	(-8.987189e-10 -1.244994e-07 1.483434e-09)
340           	(-9.039877e-11 -1.350113e-07 1.144483e-09)
360           	(4.645033e-10 -1.457684e-07 1.091978e-09)
380           	(7.516566e-10 -1.565100e-07 1.188461e-09)
400           	(8.475228e-10 -1.670196e-07 1.336654e-09)
420           	(8.412290e-10 -1.771722e-07 1.488374e-09)
440           	(7.927640e-10 -1.869046e-07 1.622235e-09)
460           	(7.344884e-10 -1.961922e-07 1.727800e-09)
480           	(6.816088e-10 -2.050351e-07 1.800803e-09)
500           	(6.405698e-10 -2.134481e-07 1.840943e-09)
520           	(6.133971e-10 -2.214555e-07 1.850826e-09)
540           	(6.006015e-10 -2.290861e-07 1.834112e-09)
560           	(6.016216e-10 -2.363684e-07 1.796256e-09)
580           	(6.154194e-10 -2.433258e-07 1.743339e-09)
600           	(6.395377e-10 -2.499739e-07 1.681776e-09)
620           	(6.712090e-10 -2.563191e-07 1.617688e-09)
640           	(7.071912e-10 -2.623582e-07 1.557244e-09)
660           	(7.435769e-10 -2.680784e-07 1.505945e-09)
680           	(7.767942e-10 -2.734604e-07 1.467033e-09)
700           	(8.045181e-10 -2.784839e-07 1.441465e-09)
720           	(8.264476e-10 -2.831365e-07 1.427759e-09)
740           	(8.419033e-10 -2.874125e-07 1.417568e-09)
760           	(8.516149e-10 -2.913146e-07 1.394710e-09)
780           	(8.678339e-10 -2.948782e-07 1.349767e-09)
800           	(9.031284e-10 -2.981737e-07 1.290272e-09)
820           	(9.517505e-10 -3.012656e-07 1.223961e-09)
840           	(1.003491e-09 -3.041942e-07 1.154642e-09)
860           	(1.053510e-09 -3.069858e-07 1.085617e-09)
880           	(1.099021e-09 -3.096584e-07 1.018656e-09)
900           	(1.139634e-09 -3.122273e-07 9.544873e-10)
920           	(1.177006e-09 -3.147057e-07 8.937140e-10)
940           	(1.211918e-09 -3.171026e-07 8.364579e-10)
960           	(1.244855e-09 -3.194235e-07 7.826634e-10)
980           	(1.276301e-09 -3.216711e-07 7.319505e-10)
1000          	(1.306010e-09 -3.238459e-07 6.843004e-10)
1020          	(1.333461e-09 -3.259475e-07 6.407554e-10)
