# Region type : faceZone fz_solid_84
# Faces  :    1446
# Area   :    1.016184e-01
# Time        	sum(phi)
20            	-1.596032e-05
40            	-1.366180e-05
60            	-1.633011e-05
80            	-1.970674e-05
100           	-2.464727e-05
120           	-3.305214e-05
140           	-4.601585e-05
160           	-5.912397e-05
180           	-5.983809e-05
200           	-3.673900e-05
220           	1.353154e-05
240           	9.099985e-05
260           	1.963255e-04
280           	3.227781e-04
300           	4.542786e-04
320           	5.647660e-04
340           	6.325146e-04
360           	6.567952e-04
380           	6.651592e-04
400           	6.656176e-04
420           	6.632730e-04
440           	6.684604e-04
460           	6.828902e-04
480           	7.027794e-04
500           	7.246395e-04
520           	7.458412e-04
540           	7.647727e-04
560           	7.806714e-04
580           	7.931930e-04
600           	8.030202e-04
620           	8.110010e-04
640           	8.175291e-04
660           	8.234543e-04
680           	8.286295e-04
700           	8.330616e-04
720           	8.367020e-04
740           	8.395374e-04
760           	8.416888e-04
780           	8.436673e-04
800           	8.457121e-04
820           	8.474704e-04
840           	8.487966e-04
860           	8.499459e-04
880           	8.510600e-04
900           	8.520424e-04
920           	8.529125e-04
940           	8.537488e-04
960           	8.545681e-04
980           	8.552790e-04
1000          	8.558831e-04
1020          	8.564146e-04
