# Region      : cellZone cz_solid_53
# Cells       : 2060
# Volume      : 2.142912e-03
# Time        	volIntegrate(U)
20            	(3.299385e-09 -1.284773e-08 3.298248e-09)
40            	(3.579292e-09 -2.313244e-08 4.270513e-09)
60            	(3.742864e-09 -3.307494e-08 5.089301e-09)
80            	(3.571666e-09 -4.258289e-08 5.677244e-09)
100           	(2.898663e-09 -5.136827e-08 5.934996e-09)
120           	(1.604999e-09 -5.896139e-08 5.747771e-09)
140           	(-2.997798e-10 -6.462106e-08 4.980087e-09)
160           	(-3.767825e-09 -6.649088e-08 2.338680e-09)
180           	(-4.909795e-09 -6.537851e-08 2.374505e-10)
200           	(-5.074149e-09 -6.241296e-08 -2.075925e-09)
220           	(-4.410167e-09 -5.920554e-08 -3.642465e-09)
240           	(-3.597518e-09 -5.670985e-08 -4.306994e-09)
260           	(-2.906186e-09 -5.515038e-08 -4.405647e-09)
280           	(-2.347957e-09 -5.442243e-08 -4.232878e-09)
300           	(-1.901727e-09 -5.431506e-08 -3.926578e-09)
320           	(-1.544016e-09 -5.461138e-08 -3.551952e-09)
340           	(-1.256281e-09 -5.512460e-08 -3.148356e-09)
360           	(-1.021809e-09 -5.571119e-08 -2.748003e-09)
380           	(-8.268050e-10 -5.626201e-08 -2.374027e-09)
400           	(-6.602208e-10 -5.670057e-08 -2.035245e-09)
420           	(-5.153641e-10 -5.697863e-08 -1.735703e-09)
440           	(-3.875393e-10 -5.707162e-08 -1.474850e-09)
460           	(-2.738637e-10 -5.697255e-08 -1.250765e-09)
480           	(-1.714846e-10 -5.669067e-08 -1.059981e-09)
500           	(-7.720624e-11 -5.624405e-08 -8.962501e-10)
520           	(1.191705e-11 -5.565471e-08 -7.518633e-10)
540           	(9.770218e-11 -5.494481e-08 -6.208804e-10)
560           	(1.818891e-10 -5.413270e-08 -4.984738e-10)
580           	(2.649430e-10 -5.323214e-08 -3.795326e-10)
600           	(3.471932e-10 -5.225324e-08 -2.586995e-10)
620           	(4.270529e-10 -5.120379e-08 -1.320756e-10)
640           	(4.988311e-10 -5.008384e-08 1.314456e-12)
660           	(5.543282e-10 -4.888125e-08 1.369175e-10)
680           	(5.854065e-10 -4.757362e-08 2.667001e-10)
700           	(5.873954e-10 -4.613651e-08 3.803160e-10)
720           	(5.675082e-10 -4.455730e-08 4.620620e-10)
740           	(5.418437e-10 -4.285484e-08 5.075842e-10)
760           	(5.194834e-10 -4.107351e-08 5.276550e-10)
780           	(5.021362e-10 -3.925538e-08 5.348786e-10)
800           	(4.886171e-10 -3.742749e-08 5.349869e-10)
820           	(4.776571e-10 -3.560369e-08 5.304327e-10)
840           	(4.671540e-10 -3.378948e-08 5.211855e-10)
860           	(4.566188e-10 -3.198554e-08 5.086028e-10)
880           	(4.460022e-10 -3.019029e-08 4.936584e-10)
900           	(4.355620e-10 -2.840131e-08 4.773520e-10)
920           	(4.253485e-10 -2.661595e-08 4.602508e-10)
940           	(4.155289e-10 -2.483227e-08 4.429580e-10)
960           	(4.062576e-10 -2.304831e-08 4.261018e-10)
980           	(3.974945e-10 -2.126259e-08 4.102718e-10)
1000          	(3.892425e-10 -1.947265e-08 3.960161e-10)
1020          	(3.813349e-10 -1.767500e-08 3.833908e-10)
1040          	(3.735675e-10 -1.586591e-08 3.715894e-10)
1060          	(3.659926e-10 -1.404278e-08 3.601427e-10)
1080          	(3.579710e-10 -1.220478e-08 3.486205e-10)
1100          	(3.492009e-10 -1.035160e-08 3.372873e-10)
1120          	(3.398025e-10 -8.483086e-09 3.260457e-10)
1140          	(3.297025e-10 -6.600570e-09 3.147075e-10)
1160          	(3.189880e-10 -4.706423e-09 3.034156e-10)
1180          	(3.076432e-10 -2.803142e-09 2.918545e-10)
1200          	(2.958367e-10 -8.937899e-10 2.798469e-10)
1220          	(2.839652e-10 1.019646e-09 2.679106e-10)
1240          	(2.715606e-10 2.935304e-09 2.556436e-10)
1260          	(2.606149e-10 4.851438e-09 2.424696e-10)
1280          	(2.361127e-10 6.765803e-09 2.315753e-10)
1300          	(2.287248e-10 8.718580e-09 2.097687e-10)
1320          	(1.641941e-10 1.068398e-08 1.905735e-10)
1340          	(3.551059e-10 1.268679e-08 4.933866e-10)
1360          	(3.404132e-09 1.301417e-08 2.729344e-09)
1380          	(2.189825e-08 -1.106372e-08 8.709634e-09)
1400          	(1.570914e-07 -2.970699e-07 1.202335e-07)
1420          	(9.494154e-07 -2.485791e-06 6.956649e-07)
1440          	(5.918688e-06 -1.608866e-05 4.592470e-06)
