# Region type : faceZone fz_solid_10
# Faces  :    1732
# Area   :    1.016634e-01
# Time        	sum(phi)
20            	-6.234905e-05
40            	-6.709223e-05
60            	-7.364453e-05
80            	-8.067005e-05
100           	-8.914492e-05
120           	-1.001181e-04
140           	-1.148992e-04
160           	-1.329317e-04
180           	-1.540148e-04
200           	-1.749705e-04
220           	-1.946995e-04
240           	-2.116060e-04
260           	-2.199404e-04
280           	-2.182013e-04
300           	-2.058617e-04
320           	-1.861172e-04
340           	-1.622101e-04
360           	-1.394772e-04
380           	-1.207666e-04
400           	-1.056919e-04
420           	-9.388236e-05
440           	-8.455405e-05
460           	-7.701951e-05
480           	-7.098131e-05
500           	-6.599706e-05
520           	-6.180596e-05
540           	-5.840484e-05
560           	-5.566804e-05
580           	-5.366753e-05
600           	-5.243346e-05
620           	-5.195883e-05
640           	-5.230448e-05
660           	-5.343231e-05
680           	-5.529890e-05
700           	-5.784480e-05
720           	-6.077134e-05
740           	-6.408754e-05
760           	-6.753516e-05
780           	-7.071619e-05
800           	-7.389608e-05
820           	-7.790936e-05
840           	-8.268180e-05
860           	-8.840401e-05
880           	-9.301874e-05
900           	-1.050208e-04
920           	-1.351716e-04
940           	-1.752530e-04
960           	-1.888423e-04
980           	-1.663113e-04
1000          	-1.481707e-04
1020          	-1.396093e-04
