# Region      : cellZone cz_solid_53
# Cells       : 1926
# Volume      : 2.142782e-03
# Time        	volIntegrate(U)
20            	(3.759894e-09 -1.309761e-08 4.400974e-09)
40            	(4.093643e-09 -2.332873e-08 5.072399e-09)
60            	(4.127772e-09 -3.332631e-08 5.769157e-09)
80            	(3.768294e-09 -4.255997e-08 6.179240e-09)
100           	(2.877040e-09 -5.070996e-08 6.232615e-09)
120           	(1.378808e-09 -5.725185e-08 5.806071e-09)
140           	(-1.736395e-09 -6.087860e-08 3.825422e-09)
160           	(-3.558136e-09 -6.103702e-08 2.071465e-09)
180           	(-4.516475e-09 -5.869252e-08 -1.609824e-10)
200           	(-4.455824e-09 -5.504067e-08 -2.194708e-09)
220           	(-3.810383e-09 -5.157623e-08 -3.397607e-09)
240           	(-3.112884e-09 -4.894146e-08 -3.826423e-09)
260           	(-2.518777e-09 -4.713373e-08 -3.855118e-09)
280           	(-2.014608e-09 -4.597901e-08 -3.715814e-09)
300           	(-1.572573e-09 -4.532189e-08 -3.474743e-09)
320           	(-1.188159e-09 -4.503415e-08 -3.149112e-09)
340           	(-8.596854e-10 -4.500002e-08 -2.763535e-09)
360           	(-5.819088e-10 -4.511153e-08 -2.354668e-09)
380           	(-3.448405e-10 -4.527187e-08 -1.953212e-09)
400           	(-1.430689e-10 -4.540008e-08 -1.578635e-09)
420           	(2.947270e-11 -4.543665e-08 -1.242660e-09)
440           	(1.778335e-10 -4.534081e-08 -9.500408e-10)
460           	(3.079344e-10 -4.508933e-08 -6.994477e-10)
480           	(4.261350e-10 -4.467635e-08 -4.837263e-10)
500           	(5.372126e-10 -4.410356e-08 -2.951269e-10)
520           	(6.466929e-10 -4.337736e-08 -1.251176e-10)
540           	(7.575199e-10 -4.250920e-08 3.322451e-11)
560           	(8.738648e-10 -4.150984e-08 1.905895e-10)
580           	(9.944416e-10 -4.038763e-08 3.535764e-10)
600           	(1.114475e-09 -3.914408e-08 5.258075e-10)
620           	(1.225419e-09 -3.776951e-08 7.071858e-10)
640           	(1.312603e-09 -3.624891e-08 8.954942e-10)
660           	(1.356320e-09 -3.456444e-08 1.089287e-09)
680           	(1.344779e-09 -3.269811e-08 1.266531e-09)
700           	(1.297428e-09 -3.065132e-08 1.392443e-09)
720           	(1.246988e-09 -2.846641e-08 1.458062e-09)
740           	(1.208364e-09 -2.620240e-08 1.483881e-09)
760           	(1.181222e-09 -2.389710e-08 1.489082e-09)
780           	(1.160507e-09 -2.156053e-08 1.483264e-09)
800           	(1.141017e-09 -1.918815e-08 1.468071e-09)
820           	(1.119839e-09 -1.677254e-08 1.444492e-09)
840           	(1.095971e-09 -1.430861e-08 1.413505e-09)
860           	(1.069420e-09 -1.179449e-08 1.376352e-09)
880           	(1.040733e-09 -9.231462e-09 1.334296e-09)
900           	(1.010913e-09 -6.623227e-09 1.289220e-09)
920           	(9.806806e-10 -3.973496e-09 1.242624e-09)
940           	(9.500531e-10 -1.286876e-09 1.195483e-09)
960           	(9.192128e-10 1.431951e-09 1.148546e-09)
980           	(8.883193e-10 4.177830e-09 1.102373e-09)
1000          	(8.580097e-10 6.946779e-09 1.058208e-09)
1020          	(8.289545e-10 9.735296e-09 1.017445e-09)
1040          	(8.015487e-10 1.254009e-08 9.807063e-10)
1060          	(7.756561e-10 1.535569e-08 9.473523e-10)
1080          	(7.508498e-10 1.817544e-08 9.166239e-10)
1100          	(7.264101e-10 2.099234e-08 8.877936e-10)
1120          	(7.019288e-10 2.380172e-08 8.598646e-10)
1140          	(6.776860e-10 2.660144e-08 8.320456e-10)
1160          	(6.538122e-10 2.939008e-08 8.039073e-10)
1180          	(6.299353e-10 3.216743e-08 7.754012e-10)
1200          	(6.054841e-10 3.493392e-08 7.461968e-10)
1220          	(5.799682e-10 3.769033e-08 7.157674e-10)
1240          	(5.546685e-10 4.043678e-08 6.843893e-10)
1260          	(5.287894e-10 4.317135e-08 6.520665e-10)
1280          	(5.048763e-10 4.589633e-08 6.166193e-10)
1300          	(4.654332e-10 4.866598e-08 5.674937e-10)
1320          	(3.792663e-10 5.147112e-08 4.791641e-10)
1340          	(4.493274e-10 5.447834e-08 6.759135e-10)
1360          	(1.647157e-09 5.616957e-08 1.652772e-09)
1380          	(7.155552e-09 4.047035e-08 4.375594e-09)
1400          	(3.109228e-08 -1.174079e-07 1.776593e-08)
1420          	(1.327226e-07 -1.109129e-06 1.369378e-07)
1440          	(7.355074e-07 -6.179899e-06 7.940114e-07)
1460          	(3.067341e-06 -2.825579e-05 3.132437e-06)
1480          	(1.457130e-05 -1.203937e-04 1.452593e-05)
1500          	(5.951413e-05 -5.307342e-04 6.905017e-05)
