# Region      : cellZone cz_solid_58
# Cells       : 1894
# Volume      : 2.144724e-03
# Time        	volIntegrate(U)
20            	(2.344677e-09 -9.287842e-09 -5.712840e-10)
40            	(8.110633e-10 -1.073463e-08 -1.934482e-11)
60            	(-9.024318e-11 -9.239099e-09 5.497307e-11)
80            	(-5.897368e-10 -5.903126e-09 1.596574e-12)
100           	(-8.332282e-10 -1.901523e-09 -8.411632e-11)
120           	(-9.426264e-10 2.121233e-09 -1.625466e-10)
140           	(-1.088468e-09 5.847038e-09 -1.674185e-10)
160           	(-9.806452e-10 9.140614e-09 -2.864884e-10)
180           	(-8.868070e-10 1.201254e-08 -3.529241e-10)
200           	(-7.822778e-10 1.449532e-08 -4.080079e-10)
220           	(-6.754162e-10 1.663751e-08 -4.529931e-10)
240           	(-5.719739e-10 1.849178e-08 -4.897947e-10)
260           	(-4.778979e-10 2.011306e-08 -5.191741e-10)
280           	(-3.951937e-10 2.154760e-08 -5.422430e-10)
300           	(-3.229886e-10 2.283362e-08 -5.613765e-10)
320           	(-2.564296e-10 2.399868e-08 -5.793364e-10)
340           	(-1.885925e-10 2.506426e-08 -5.987063e-10)
360           	(-1.145525e-10 2.604857e-08 -6.201928e-10)
380           	(-3.332815e-11 2.696460e-08 -6.423585e-10)
400           	(4.881205e-11 2.782063e-08 -6.609829e-10)
420           	(1.211252e-10 2.860981e-08 -6.727512e-10)
440           	(1.751304e-10 2.931811e-08 -6.771629e-10)
460           	(2.053557e-10 2.993416e-08 -6.723397e-10)
480           	(2.124543e-10 3.045690e-08 -6.559058e-10)
500           	(1.994521e-10 3.089380e-08 -6.265442e-10)
520           	(1.689158e-10 3.125131e-08 -5.839900e-10)
540           	(1.253716e-10 3.152854e-08 -5.299805e-10)
560           	(7.457940e-11 3.172053e-08 -4.675865e-10)
580           	(2.132893e-11 3.182794e-08 -3.998671e-10)
600           	(-3.182400e-11 3.186160e-08 -3.304773e-10)
620           	(-8.439635e-11 3.184052e-08 -2.624605e-10)
640           	(-1.364804e-10 3.178482e-08 -1.980311e-10)
660           	(-1.873342e-10 3.170989e-08 -1.383898e-10)
680           	(-2.353351e-10 3.162413e-08 -8.398313e-11)
700           	(-2.789090e-10 3.152930e-08 -3.478689e-11)
720           	(-3.169419e-10 3.142236e-08 9.374197e-12)
740           	(-3.491510e-10 3.129793e-08 4.882323e-11)
760           	(-3.761709e-10 3.115138e-08 8.373294e-11)
780           	(-3.988449e-10 3.098085e-08 1.144921e-10)
800           	(-4.181394e-10 3.078774e-08 1.416776e-10)
820           	(-4.347134e-10 3.057567e-08 1.660576e-10)
840           	(-4.487922e-10 3.034928e-08 1.883907e-10)
860           	(-4.601025e-10 3.011450e-08 2.093022e-10)
880           	(-4.679528e-10 2.987944e-08 2.290596e-10)
900           	(-4.712822e-10 2.965406e-08 2.477766e-10)
920           	(-4.692744e-10 2.944716e-08 2.649745e-10)
940           	(-4.617970e-10 2.926269e-08 2.783902e-10)
960           	(-4.501881e-10 2.910090e-08 2.855900e-10)
980           	(-4.368036e-10 2.896031e-08 2.862462e-10)
1000          	(-4.238722e-10 2.883698e-08 2.821531e-10)
1020          	(-4.129335e-10 2.872552e-08 2.758243e-10)
