# Region      : cellZone cz_solid_87
# Cells       : 2069
# Volume      : 2.143505e-03
# Time        	volIntegrateU
20            	-6.090730e-10 -1.303488e-09 8.869775e-10
40            	-1.417871e-09 -2.192776e-09 1.380886e-09
60            	-2.234999e-09 -2.720856e-09 1.873841e-09
80            	-3.070343e-09 -2.671940e-09 2.409880e-09
100           	-3.860368e-09 -2.040803e-09 2.950282e-09
120           	-4.593894e-09 -8.390420e-10 3.479921e-09
140           	-6.192207e-09 1.078998e-09 4.468594e-09
160           	-6.154891e-09 4.056296e-09 4.728488e-09
180           	-6.027164e-09 7.759396e-09 5.032677e-09
200           	-5.631992e-09 1.203977e-08 5.247498e-09
220           	-4.945220e-09 1.668551e-08 5.364068e-09
240           	-3.953137e-09 2.134671e-08 5.419448e-09
260           	-2.687434e-09 2.566274e-08 5.507965e-09
280           	-1.276422e-09 2.929946e-08 5.681894e-09
300           	7.677512e-11 3.195310e-08 5.847435e-09
320           	1.175446e-09 3.334826e-08 5.933205e-09
340           	1.931391e-09 3.361141e-08 5.944849e-09
360           	2.396416e-09 3.318665e-08 5.918731e-09
380           	2.669827e-09 3.246623e-08 5.890466e-09
400           	2.840560e-09 3.168216e-08 5.887361e-09
420           	2.976826e-09 3.091289e-08 5.917453e-09
440           	3.118406e-09 3.015866e-08 5.971196e-09
460           	3.276835e-09 2.938399e-08 6.034593e-09
480           	3.443615e-09 2.853473e-08 6.097735e-09
500           	3.604012e-09 2.757030e-08 6.156365e-09
520           	3.746115e-09 2.646911e-08 6.210697e-09
540           	3.861866e-09 2.521665e-08 6.258291e-09
560           	3.953413e-09 2.381491e-08 6.296729e-09
580           	4.031327e-09 2.228768e-08 6.325781e-09
600           	4.102578e-09 2.066138e-08 6.347082e-09
620           	4.168061e-09 1.895456e-08 6.361331e-09
640           	4.226906e-09 1.718106e-08 6.368535e-09
660           	4.279967e-09 1.534912e-08 6.370417e-09
680           	4.323695e-09 1.345801e-08 6.369567e-09
700           	4.355482e-09 1.151176e-08 6.365981e-09
720           	4.381103e-09 9.525738e-09 6.359742e-09
740           	4.406007e-09 7.507476e-09 6.353433e-09
760           	4.423857e-09 5.451824e-09 6.348237e-09
780           	4.432536e-09 3.355717e-09 6.342910e-09
800           	4.438021e-09 1.224648e-09 6.337050e-09
820           	4.445113e-09 -9.359833e-10 6.330711e-09
840           	4.453635e-09 -3.125222e-09 6.323587e-09
860           	4.463618e-09 -5.343539e-09 6.315417e-09
880           	4.475471e-09 -7.592444e-09 6.306482e-09
900           	4.488407e-09 -9.875243e-09 6.297300e-09
920           	4.501014e-09 -1.219506e-08 6.288158e-09
940           	4.512503e-09 -1.455329e-08 6.279210e-09
960           	4.522795e-09 -1.694939e-08 6.270550e-09
980           	4.532067e-09 -1.938144e-08 6.262167e-09
1000          	4.540324e-09 -2.184679e-08 6.254016e-09
1020          	4.547680e-09 -2.434268e-08 6.246137e-09
