# Region type : faceZone fz_solid_34
# Faces  :    1782
# Area   :    1.016243e-01
# Time        	sum(phi)
20            	4.288402e-05
40            	4.279533e-05
60            	3.884317e-05
80            	3.433244e-05
100           	2.805021e-05
120           	2.082724e-05
140           	1.301638e-05
160           	7.900418e-06
180           	4.497874e-06
200           	7.382957e-07
220           	-2.464335e-06
240           	-4.759555e-06
260           	-6.310323e-06
280           	-7.269031e-06
300           	-7.723033e-06
320           	-7.750377e-06
340           	-7.330133e-06
360           	-6.564386e-06
380           	-5.499778e-06
400           	-4.235854e-06
420           	-2.862940e-06
440           	-1.383370e-06
460           	1.298825e-07
480           	1.638778e-06
500           	3.016824e-06
520           	4.245158e-06
540           	5.048610e-06
560           	5.033444e-06
580           	4.374769e-06
600           	4.274886e-06
620           	5.187348e-06
640           	6.221307e-06
660           	6.780569e-06
680           	6.945026e-06
700           	6.916785e-06
720           	6.807109e-06
740           	6.663593e-06
760           	6.493331e-06
780           	6.287629e-06
800           	6.022067e-06
820           	5.707124e-06
840           	5.317505e-06
860           	4.900368e-06
880           	4.452073e-06
900           	3.931731e-06
920           	3.430927e-06
940           	2.896392e-06
960           	2.404574e-06
980           	1.935124e-06
