# Region      : cellZone cz_solid_37
# Cells       : 2332
# Volume      : 2.144842e-03
# Time        	volIntegrate(U)
20            	(5.728829e-09 -1.332798e-08 -1.340511e-09)
40            	(4.825105e-09 -2.057232e-08 -8.486789e-10)
60            	(3.999623e-09 -2.509295e-08 -5.764283e-10)
80            	(3.173861e-09 -2.717974e-08 -4.338119e-10)
100           	(2.403762e-09 -2.733453e-08 -3.925627e-10)
120           	(1.726244e-09 -2.610478e-08 -3.978629e-10)
140           	(1.174820e-09 -2.404977e-08 -4.300388e-10)
160           	(6.436706e-10 -2.153319e-08 -4.755288e-10)
180           	(3.445557e-10 -1.910513e-08 -5.278957e-10)
200           	(1.888130e-10 -1.690915e-08 -5.804062e-10)
220           	(1.164078e-10 -1.501348e-08 -6.286682e-10)
240           	(1.038349e-10 -1.342361e-08 -6.703286e-10)
260           	(1.294509e-10 -1.210120e-08 -7.053696e-10)
280           	(1.763038e-10 -1.098536e-08 -7.341838e-10)
300           	(2.321782e-10 -1.000843e-08 -7.573136e-10)
320           	(2.929309e-10 -9.105904e-09 -7.759519e-10)
340           	(3.530075e-10 -8.219133e-09 -7.891853e-10)
360           	(4.161974e-10 -7.306346e-09 -7.987808e-10)
380           	(4.838289e-10 -6.336511e-09 -8.050286e-10)
400           	(5.603281e-10 -5.292833e-09 -8.066059e-10)
420           	(6.462496e-10 -4.176050e-09 -7.959457e-10)
440           	(7.392218e-10 -3.005656e-09 -7.647742e-10)
460           	(8.226969e-10 -1.821741e-09 -7.099017e-10)
480           	(8.756432e-10 -6.927874e-10 -6.493699e-10)
500           	(8.905995e-10 3.046479e-10 -6.063509e-10)
520           	(8.802929e-10 1.127703e-09 -5.862766e-10)
540           	(8.585872e-10 1.774250e-09 -5.795453e-10)
560           	(8.321819e-10 2.259166e-09 -5.761581e-10)
580           	(8.045244e-10 2.601239e-09 -5.701732e-10)
600           	(7.762184e-10 2.816542e-09 -5.591297e-10)
620           	(7.490901e-10 2.915536e-09 -5.438850e-10)
640           	(7.231101e-10 2.904742e-09 -5.258160e-10)
660           	(6.988012e-10 2.789580e-09 -5.065768e-10)
680           	(6.755907e-10 2.576790e-09 -4.871058e-10)
700           	(6.541962e-10 2.274093e-09 -4.684778e-10)
720           	(6.348897e-10 1.892702e-09 -4.512102e-10)
740           	(6.167577e-10 1.446685e-09 -4.353543e-10)
760           	(5.992675e-10 9.522100e-10 -4.207777e-10)
780           	(5.818200e-10 4.246440e-10 -4.071053e-10)
800           	(5.640181e-10 -1.217799e-10 -3.942254e-10)
820           	(5.454711e-10 -6.747301e-10 -3.819769e-10)
840           	(5.257613e-10 -1.224047e-09 -3.702564e-10)
860           	(5.049211e-10 -1.762181e-09 -3.589913e-10)
880           	(4.825565e-10 -2.283857e-09 -3.479449e-10)
900           	(4.589970e-10 -2.785624e-09 -3.370902e-10)
920           	(4.338705e-10 -3.264392e-09 -3.262047e-10)
940           	(4.071553e-10 -3.717450e-09 -3.151709e-10)
960           	(3.789717e-10 -4.140848e-09 -3.040053e-10)
980           	(3.497309e-10 -4.530630e-09 -2.927453e-10)
1000          	(3.202659e-10 -4.882708e-09 -2.815900e-10)
1020          	(2.913631e-10 -5.193353e-09 -2.706557e-10)
1040          	(2.635639e-10 -5.459306e-09 -2.598112e-10)
1060          	(2.374372e-10 -5.677496e-09 -2.487912e-10)
1080          	(2.131205e-10 -5.845606e-09 -2.371517e-10)
1100          	(1.908054e-10 -5.963565e-09 -2.245890e-10)
1120          	(1.703585e-10 -6.033554e-09 -2.111217e-10)
1140          	(1.510933e-10 -6.059127e-09 -1.970735e-10)
1160          	(1.325833e-10 -6.046222e-09 -1.829848e-10)
1180          	(1.142513e-10 -6.003386e-09 -1.696453e-10)
1200          	(9.596924e-11 -5.941256e-09 -1.577474e-10)
1220          	(7.796985e-11 -5.869725e-09 -1.477634e-10)
1240          	(5.965265e-11 -5.796594e-09 -1.399062e-10)
1260          	(3.429256e-11 -5.727606e-09 -1.301361e-10)
1280          	(3.030303e-11 -5.663671e-09 -1.315380e-10)
1300          	(-1.228895e-11 -5.615442e-09 -1.340510e-10)
1320          	(7.807104e-12 -5.651847e-09 -1.592061e-10)
1340          	(4.733948e-10 -6.159295e-09 -3.860030e-10)
1360          	(6.827413e-09 -4.045917e-09 -3.913091e-09)
1380          	(6.192534e-08 -3.190299e-08 -3.944924e-08)
1400          	(3.114566e-07 -4.681925e-07 -1.653232e-07)
1420          	(1.833274e-06 -2.852277e-06 -8.010120e-07)
1440          	(1.375016e-05 -1.764471e-05 -7.299275e-06)
