# Region type : faceZone fz_solid_4
# Faces  :    1822
# Area   :    1.018187e-01
# Time        	sum(phi)
20            	-2.158278e-05
40            	-2.373509e-05
60            	-3.053929e-05
80            	-3.982217e-05
100           	-4.955547e-05
120           	-5.993594e-05
140           	-7.185492e-05
160           	-8.303472e-05
180           	-9.109778e-05
200           	-9.696522e-05
220           	-1.012243e-04
240           	-1.051086e-04
260           	-1.095598e-04
280           	-1.156691e-04
300           	-1.232702e-04
320           	-1.311891e-04
340           	-1.403900e-04
360           	-1.498015e-04
380           	-1.576095e-04
400           	-1.593973e-04
420           	-1.541757e-04
440           	-1.430101e-04
460           	-1.297871e-04
480           	-1.165125e-04
500           	-1.027998e-04
520           	-8.683455e-05
540           	-7.029500e-05
560           	-5.533143e-05
580           	-4.293540e-05
600           	-3.264415e-05
620           	-2.401031e-05
640           	-1.632235e-05
660           	-9.730175e-06
680           	-3.753701e-06
700           	1.584907e-06
720           	5.986807e-06
740           	9.594961e-06
760           	1.248669e-05
780           	1.497046e-05
800           	1.686951e-05
820           	1.849924e-05
840           	2.028167e-05
