# Region type : faceZone fz_solid_85
# Faces  :    1624
# Area   :    1.017016e-01
# Time        	sum(phi)
20            	-3.052452e-05
40            	-4.567919e-05
60            	-6.967445e-05
80            	-9.874267e-05
100           	-1.323156e-04
120           	-1.697585e-04
140           	-2.285356e-04
160           	-2.651184e-04
180           	-2.913581e-04
200           	-3.074791e-04
220           	-3.081108e-04
240           	-2.880156e-04
260           	-2.447847e-04
280           	-1.878212e-04
300           	-1.356674e-04
320           	-9.309510e-05
340           	-5.911359e-05
360           	-2.063841e-05
380           	6.552790e-06
400           	2.275147e-05
420           	3.397116e-05
440           	4.443981e-05
460           	5.547348e-05
480           	6.596171e-05
500           	7.522981e-05
520           	8.348334e-05
540           	9.066649e-05
560           	9.648338e-05
580           	1.009936e-04
600           	1.034846e-04
620           	1.044062e-04
640           	1.043754e-04
660           	1.034070e-04
680           	1.018594e-04
700           	9.988680e-05
720           	9.785945e-05
740           	9.462670e-05
760           	9.007152e-05
780           	8.618743e-05
800           	8.316076e-05
820           	8.001828e-05
840           	7.661836e-05
860           	7.323319e-05
880           	6.973729e-05
900           	6.628338e-05
920           	6.304845e-05
940           	6.015797e-05
960           	5.747718e-05
980           	5.490738e-05
