# Region type : faceZone fz_solid_96
# Faces  :    1776
# Area   :    1.015770e-01
# Time        	sum(phi)
20            	9.963238e-05
40            	1.834743e-04
60            	1.635667e-04
80            	1.440418e-05
100           	-1.684991e-04
120           	-2.036105e-04
140           	-2.055937e-04
160           	-1.914764e-04
180           	-1.761690e-04
200           	-1.633717e-04
220           	-1.527264e-04
240           	-1.433589e-04
260           	-1.357583e-04
280           	-1.298936e-04
300           	-1.252613e-04
320           	-1.216301e-04
340           	-1.192201e-04
360           	-1.182697e-04
380           	-1.187204e-04
400           	-1.202023e-04
420           	-1.223225e-04
440           	-1.250179e-04
460           	-1.280434e-04
480           	-1.304090e-04
500           	-1.308182e-04
520           	-1.279943e-04
540           	-1.219950e-04
560           	-1.140011e-04
580           	-1.003908e-04
600           	-7.674669e-05
620           	-6.439099e-05
640           	-5.626589e-05
660           	-4.931382e-05
680           	-4.323775e-05
700           	-3.761553e-05
720           	-3.233784e-05
740           	-2.728697e-05
760           	-2.265717e-05
780           	-1.846418e-05
800           	-1.467075e-05
820           	-1.122865e-05
840           	-8.212476e-06
