# Region type : faceZone fz_solid_33
# Faces  :    1636
# Area   :    1.016915e-01
# Time        	sum(phi)
20            	6.920695e-05
40            	6.768877e-05
60            	6.670196e-05
80            	6.403116e-05
100           	5.894239e-05
120           	5.034040e-05
140           	3.262879e-05
160           	1.951280e-05
180           	5.651354e-06
200           	-6.050274e-06
220           	-1.431820e-05
240           	-1.866794e-05
260           	-2.022636e-05
280           	-2.003295e-05
300           	-1.868940e-05
320           	-1.667687e-05
340           	-1.436997e-05
360           	-1.196441e-05
380           	-9.672861e-06
400           	-7.663287e-06
420           	-5.900427e-06
440           	-4.351701e-06
460           	-2.916101e-06
480           	-1.554831e-06
500           	-1.874975e-07
520           	1.234881e-06
540           	2.744494e-06
560           	4.189095e-06
580           	5.470115e-06
600           	6.204626e-06
620           	6.008659e-06
640           	5.321339e-06
660           	5.128214e-06
680           	5.802247e-06
700           	6.934522e-06
720           	8.216521e-06
740           	9.544129e-06
760           	1.080107e-05
780           	1.191699e-05
800           	1.286729e-05
820           	1.364073e-05
840           	1.423785e-05
860           	1.466343e-05
880           	1.491906e-05
900           	1.501964e-05
920           	1.499263e-05
940           	1.486838e-05
960           	1.460642e-05
980           	1.430574e-05
1000          	1.395820e-05
1020          	1.358384e-05
