# Region      : cellZone cz_solid_17
# Cells       : 2319
# Volume      : 2.145462e-03
# Time        	volIntegrateU
20            	6.982908e-09 -6.406669e-09 -2.229410e-09
40            	6.077575e-09 -1.065643e-08 -1.702333e-09
60            	5.399292e-09 -1.398625e-08 -1.359305e-09
80            	4.758736e-09 -1.647875e-08 -1.070721e-09
100           	4.140598e-09 -1.820512e-08 -8.446789e-10
120           	3.536664e-09 -1.922664e-08 -6.778773e-10
140           	2.960081e-09 -1.962257e-08 -5.663431e-10
160           	2.387957e-09 -1.957132e-08 -4.908698e-10
180           	1.869310e-09 -1.912862e-08 -4.510389e-10
200           	1.488620e-09 -1.844986e-08 -4.467677e-10
220           	1.204944e-09 -1.769018e-08 -4.629432e-10
240           	1.010702e-09 -1.696728e-08 -4.991942e-10
260           	8.794572e-10 -1.634436e-08 -5.491031e-10
280           	7.904401e-10 -1.581686e-08 -6.047599e-10
300           	7.231937e-10 -1.532141e-08 -6.550021e-10
320           	6.695384e-10 -1.476471e-08 -6.973079e-10
340           	6.279941e-10 -1.405401e-08 -7.314226e-10
360           	6.011552e-10 -1.310079e-08 -7.554754e-10
380           	5.926464e-10 -1.181893e-08 -7.646751e-10
400           	5.989913e-10 -1.014769e-08 -7.293265e-10
420           	6.189476e-10 -8.055862e-09 -6.217939e-10
440           	6.183742e-10 -5.545865e-09 -4.758875e-10
460           	5.776012e-10 -2.762700e-09 -3.572376e-10
480           	5.151818e-10 2.628331e-11 -3.050349e-10
500           	4.608763e-10 2.675763e-09 -3.002958e-10
520           	4.378611e-10 5.149624e-09 -3.151082e-10
540           	4.543701e-10 7.458771e-09 -3.366034e-10
560           	4.931055e-10 9.609906e-09 -3.622867e-10
580           	5.355548e-10 1.158520e-08 -3.934540e-10
600           	5.690993e-10 1.337636e-08 -4.282956e-10
620           	5.976110e-10 1.500352e-08 -4.584847e-10
640           	6.230551e-10 1.648455e-08 -4.813885e-10
660           	6.428343e-10 1.784305e-08 -4.949950e-10
680           	6.575556e-10 1.909976e-08 -5.003466e-10
700           	6.674940e-10 2.026905e-08 -4.994752e-10
720           	6.731886e-10 2.136036e-08 -4.939357e-10
740           	6.735801e-10 2.237980e-08 -4.851635e-10
760           	6.673215e-10 2.333370e-08 -4.747180e-10
780           	6.543197e-10 2.422923e-08 -4.636755e-10
800           	6.350679e-10 2.507463e-08 -4.522513e-10
820           	6.108573e-10 2.587910e-08 -4.405996e-10
840           	5.828823e-10 2.665246e-08 -4.288033e-10
860           	5.524609e-10 2.740394e-08 -4.169910e-10
880           	5.211886e-10 2.814143e-08 -4.057488e-10
900           	4.897429e-10 2.887151e-08 -3.948151e-10
920           	4.586775e-10 2.959965e-08 -3.837340e-10
940           	4.282749e-10 3.033050e-08 -3.722061e-10
960           	3.992284e-10 3.106967e-08 -3.602400e-10
980           	3.715177e-10 3.182490e-08 -3.483100e-10
1000          	3.444786e-10 3.260724e-08 -3.364443e-10
1020          	3.183440e-10 3.342780e-08 -3.243010e-10
1040          	2.929562e-10 3.429542e-08 -3.119221e-10
1060          	2.679307e-10 3.521659e-08 -2.992820e-10
1080          	2.437879e-10 3.619520e-08 -2.863253e-10
1100          	2.232082e-10 3.722574e-08 -2.744190e-10
1120          	2.076493e-10 3.830115e-08 -2.650131e-10
1140          	1.967643e-10 3.941544e-08 -2.580856e-10
