# Region      : cellZone cz_solid_27
# Cells       : 2122
# Volume      : 2.144006e-03
# Time        	volIntegrate(U)
20            	(-2.837132e-09 -6.622017e-09 1.289283e-09)
40            	(-3.043276e-09 -1.165517e-08 1.518871e-09)
60            	(-3.421039e-09 -1.634084e-08 1.757974e-09)
80            	(-3.811177e-09 -2.069540e-08 1.990711e-09)
100           	(-4.196145e-09 -2.492747e-08 2.215330e-09)
120           	(-4.562648e-09 -2.921530e-08 2.423174e-09)
140           	(-5.120955e-09 -3.392759e-08 2.652039e-09)
160           	(-5.451134e-09 -3.905725e-08 2.839177e-09)
180           	(-5.707293e-09 -4.466030e-08 2.949429e-09)
200           	(-5.904209e-09 -5.075867e-08 3.011344e-09)
220           	(-6.012957e-09 -5.733425e-08 3.018777e-09)
240           	(-6.013285e-09 -6.434772e-08 2.970541e-09)
260           	(-5.893967e-09 -7.174184e-08 2.876449e-09)
280           	(-5.654902e-09 -7.944749e-08 2.758362e-09)
300           	(-5.303373e-09 -8.736241e-08 2.624431e-09)
320           	(-4.862457e-09 -9.537305e-08 2.463681e-09)
340           	(-4.342091e-09 -1.033992e-07 2.288305e-09)
360           	(-3.755776e-09 -1.114093e-07 2.146178e-09)
380           	(-3.150305e-09 -1.194047e-07 2.073748e-09)
400           	(-2.594046e-09 -1.273872e-07 2.073187e-09)
420           	(-2.151111e-09 -1.353456e-07 2.116912e-09)
440           	(-1.848391e-09 -1.432443e-07 2.172133e-09)
460           	(-1.671128e-09 -1.510461e-07 2.219067e-09)
480           	(-1.583053e-09 -1.587287e-07 2.251948e-09)
500           	(-1.547416e-09 -1.662813e-07 2.272185e-09)
520           	(-1.536928e-09 -1.736980e-07 2.282891e-09)
540           	(-1.533392e-09 -1.809757e-07 2.285965e-09)
560           	(-1.526303e-09 -1.881139e-07 2.282716e-09)
580           	(-1.509764e-09 -1.951167e-07 2.274086e-09)
600           	(-1.480550e-09 -2.019938e-07 2.259998e-09)
620           	(-1.436727e-09 -2.087586e-07 2.240424e-09)
640           	(-1.378159e-09 -2.154244e-07 2.215986e-09)
660           	(-1.306202e-09 -2.220010e-07 2.187785e-09)
680           	(-1.222937e-09 -2.284936e-07 2.157331e-09)
700           	(-1.131003e-09 -2.349005e-07 2.126883e-09)
720           	(-1.033568e-09 -2.412120e-07 2.098920e-09)
740           	(-9.337176e-10 -2.474103e-07 2.075119e-09)
760           	(-8.338997e-10 -2.534714e-07 2.055978e-09)
780           	(-7.351276e-10 -2.593719e-07 2.041420e-09)
800           	(-6.375824e-10 -2.650962e-07 2.031828e-09)
820           	(-5.413858e-10 -2.706395e-07 2.025661e-09)
840           	(-4.448203e-10 -2.760128e-07 2.019786e-09)
860           	(-3.439732e-10 -2.812496e-07 2.016144e-09)
880           	(-2.416948e-10 -2.863930e-07 2.018508e-09)
900           	(-1.467846e-10 -2.914760e-07 2.026199e-09)
920           	(-6.603497e-11 -2.965152e-07 2.038718e-09)
940           	(-2.487870e-12 -3.015103e-07 2.053846e-09)
960           	(4.527237e-11 -3.064514e-07 2.067636e-09)
980           	(8.238774e-11 -3.113280e-07 2.077664e-09)
1000          	(1.131711e-10 -3.161318e-07 2.082182e-09)
1020          	(1.407076e-10 -3.208598e-07 2.083245e-09)
