# Region type : faceZone fz_solid_62
# Faces  :    1616
# Area   :    1.016981e-01
# Time        	sum(phi)
20            	-7.131372e-06
40            	5.208618e-06
60            	8.302902e-06
80            	7.822590e-06
100           	5.357947e-06
120           	2.536574e-06
140           	-1.044839e-06
160           	-4.857919e-06
180           	-7.825857e-06
200           	-1.002747e-05
220           	-1.065170e-05
240           	-8.580381e-06
260           	-1.673403e-06
280           	7.549749e-06
300           	9.799643e-06
320           	3.127196e-06
340           	-6.158002e-06
360           	-1.393771e-05
380           	-1.476362e-05
400           	-7.594731e-06
420           	1.009085e-06
440           	8.789975e-06
460           	1.459134e-05
480           	1.789552e-05
500           	1.990447e-05
520           	2.092038e-05
540           	2.046891e-05
560           	1.898191e-05
580           	1.699030e-05
600           	1.369170e-05
620           	9.559783e-06
640           	5.611869e-06
660           	2.197941e-06
680           	-6.840853e-07
700           	-3.124768e-06
720           	-5.165187e-06
740           	-6.976414e-06
760           	-8.463152e-06
780           	-9.905841e-06
800           	-1.139531e-05
820           	-1.292983e-05
840           	-1.440237e-05
860           	-1.581948e-05
880           	-1.703491e-05
900           	-1.816240e-05
