# Region      : cellZone cz_solid_69
# Cells       : 2097
# Volume      : 2.142767e-03
# Time        	volIntegrateU
20            	-4.738320e-10 -5.327040e-09 1.968346e-09
40            	-1.011269e-09 -9.460824e-09 2.846020e-09
60            	-1.584695e-09 -1.354672e-08 3.742561e-09
80            	-2.195435e-09 -1.774106e-08 4.679488e-09
100           	-2.807972e-09 -2.228964e-08 5.602962e-09
120           	-3.393712e-09 -2.746391e-08 6.469244e-09
140           	-4.678429e-09 -3.361381e-08 7.957240e-09
160           	-4.904867e-09 -4.069979e-08 8.275590e-09
180           	-4.950929e-09 -4.763201e-08 8.224040e-09
200           	-4.748526e-09 -5.439254e-08 7.906667e-09
220           	-4.275409e-09 -6.089469e-08 7.329521e-09
240           	-3.617393e-09 -6.721561e-08 6.479729e-09
260           	-2.833817e-09 -7.348547e-08 5.355161e-09
280           	-1.937250e-09 -7.987538e-08 4.062671e-09
300           	-9.467365e-10 -8.661353e-08 2.855196e-09
320           	6.647791e-11 -9.384688e-08 1.996916e-09
340           	9.401782e-10 -1.015197e-07 1.564773e-09
360           	1.526950e-09 -1.094088e-07 1.453786e-09
380           	1.820328e-09 -1.172250e-07 1.513723e-09
400           	1.917090e-09 -1.247440e-07 1.637011e-09
420           	1.919800e-09 -1.318569e-07 1.768156e-09
440           	1.892630e-09 -1.385339e-07 1.880786e-09
460           	1.865550e-09 -1.447789e-07 1.963337e-09
480           	1.848835e-09 -1.506054e-07 2.013509e-09
500           	1.843922e-09 -1.560293e-07 2.034487e-09
520           	1.849063e-09 -1.610720e-07 2.031211e-09
540           	1.862247e-09 -1.657619e-07 2.008099e-09
560           	1.882420e-09 -1.701327e-07 1.967873e-09
580           	1.909324e-09 -1.742179e-07 1.911986e-09
600           	1.943593e-09 -1.780470e-07 1.842697e-09
620           	1.985562e-09 -1.816452e-07 1.763823e-09
640           	2.034865e-09 -1.850325e-07 1.679698e-09
660           	2.090171e-09 -1.882251e-07 1.595083e-09
680           	2.149370e-09 -1.912341e-07 1.514986e-09
700           	2.210758e-09 -1.940660e-07 1.444639e-09
720           	2.271164e-09 -1.967281e-07 1.388042e-09
740           	2.321863e-09 -1.992277e-07 1.341710e-09
760           	2.362452e-09 -2.015612e-07 1.297131e-09
780           	2.397074e-09 -2.037311e-07 1.249793e-09
800           	2.427842e-09 -2.057656e-07 1.198772e-09
820           	2.460370e-09 -2.077072e-07 1.142999e-09
840           	2.497984e-09 -2.095959e-07 1.083088e-09
860           	2.539205e-09 -2.114572e-07 1.020220e-09
880           	2.581363e-09 -2.133028e-07 9.553897e-10
900           	2.622937e-09 -2.151359e-07 8.898525e-10
920           	2.663057e-09 -2.169550e-07 8.250988e-10
940           	2.701174e-09 -2.187565e-07 7.620697e-10
960           	2.737162e-09 -2.205366e-07 7.013738e-10
980           	2.771056e-09 -2.222928e-07 6.433694e-10
1000          	2.803017e-09 -2.240239e-07 5.882370e-10
1020          	2.833162e-09 -2.257291e-07 5.362467e-10
