# Region type : faceZone fz_solid_86
# Faces  :    1856
# Area   :    1.017016e-01
# Time        	sum(phi)
20            	-6.341498e-06
40            	-1.452475e-05
60            	-2.001884e-05
80            	-2.367375e-05
100           	-2.625189e-05
120           	-3.059686e-05
140           	-3.973230e-05
160           	-5.870111e-05
180           	-8.035182e-05
200           	-1.014189e-04
220           	-1.148521e-04
240           	-1.144462e-04
260           	-1.031615e-04
280           	-9.379153e-05
300           	-8.970775e-05
320           	-8.185847e-05
340           	-5.777233e-05
360           	-3.200471e-05
380           	-2.008871e-05
400           	-2.384064e-05
420           	-3.994060e-05
440           	-5.826972e-05
460           	-7.566864e-05
480           	-9.090912e-05
500           	-1.046530e-04
520           	-1.169258e-04
540           	-1.284800e-04
560           	-1.390086e-04
580           	-1.490603e-04
600           	-1.589908e-04
620           	-1.674322e-04
640           	-1.749265e-04
660           	-1.809206e-04
680           	-1.848466e-04
700           	-1.865645e-04
720           	-1.869873e-04
740           	-1.866359e-04
760           	-1.846440e-04
780           	-1.818360e-04
800           	-1.811055e-04
820           	-1.801036e-04
840           	-1.788034e-04
860           	-1.774260e-04
880           	-1.759024e-04
900           	-1.744507e-04
920           	-1.732256e-04
940           	-1.723843e-04
960           	-1.718358e-04
980           	-1.713292e-04
1000          	-1.707895e-04
1020          	-1.701632e-04
