# Region type : faceZone fz_solid_35
# Faces  :    1698
# Area   :    1.016142e-01
# Time        	sum(phi)
20            	5.299593e-05
40            	4.921588e-05
60            	4.427329e-05
80            	3.616179e-05
100           	2.589266e-05
120           	1.493171e-05
140           	7.273380e-06
160           	-3.833693e-06
180           	-8.015465e-06
200           	-9.534836e-06
220           	-9.759237e-06
240           	-9.047801e-06
260           	-8.047089e-06
280           	-6.901351e-06
300           	-5.849337e-06
320           	-4.651184e-06
340           	-3.545842e-06
360           	-2.555142e-06
380           	-1.620492e-06
400           	-8.269043e-07
420           	-7.810892e-08
440           	4.505691e-07
460           	9.347020e-07
480           	1.288822e-06
500           	1.467652e-06
520           	1.417662e-06
540           	8.942312e-07
560           	1.044296e-07
580           	6.121841e-08
600           	1.069586e-06
620           	2.625021e-06
640           	4.252869e-06
660           	5.668235e-06
680           	6.838084e-06
700           	7.781166e-06
720           	8.523557e-06
740           	9.098613e-06
760           	9.519783e-06
780           	9.773108e-06
800           	9.973880e-06
820           	1.004993e-05
840           	1.004559e-05
860           	9.982154e-06
880           	9.891058e-06
900           	9.739696e-06
