# Region      : cellZone cz_solid_39
# Cells       : 2010
# Volume      : 2.144906e-03
# Time        	volIntegrateU
20            	2.701874e-09 -8.608305e-09 -2.872702e-09
40            	2.101306e-09 -1.286822e-08 -2.156798e-09
60            	1.645760e-09 -1.547287e-08 -1.776831e-09
80            	1.301588e-09 -1.664059e-08 -1.551048e-09
100           	1.028760e-09 -1.679390e-08 -1.405917e-09
120           	8.098214e-10 -1.631744e-08 -1.308397e-09
140           	6.514210e-10 -1.551492e-08 -1.227687e-09
160           	5.050504e-10 -1.463903e-08 -1.203906e-09
180           	4.295417e-10 -1.378282e-08 -1.190847e-09
200           	3.874613e-10 -1.299836e-08 -1.190890e-09
220           	3.674149e-10 -1.229506e-08 -1.195481e-09
240           	3.625552e-10 -1.166053e-08 -1.201183e-09
260           	3.649827e-10 -1.106910e-08 -1.204822e-09
280           	3.715148e-10 -1.050281e-08 -1.203291e-09
300           	3.842710e-10 -9.955452e-09 -1.196101e-09
320           	4.071237e-10 -9.443437e-09 -1.181498e-09
340           	4.362250e-10 -9.007192e-09 -1.160767e-09
360           	4.575309e-10 -8.699957e-09 -1.139634e-09
380           	4.670165e-10 -8.561261e-09 -1.128655e-09
400           	4.666463e-10 -8.590893e-09 -1.125356e-09
420           	4.614707e-10 -8.758758e-09 -1.123622e-09
440           	4.552401e-10 -9.026113e-09 -1.119073e-09
460           	4.481451e-10 -9.363071e-09 -1.107813e-09
480           	4.378734e-10 -9.752847e-09 -1.085042e-09
500           	4.219882e-10 -1.018816e-08 -1.047761e-09
520           	3.974683e-10 -1.066739e-08 -9.941225e-10
540           	3.644556e-10 -1.119355e-08 -9.251945e-10
560           	3.265882e-10 -1.177012e-08 -8.443243e-10
580           	2.879686e-10 -1.239605e-08 -7.552600e-10
600           	2.512068e-10 -1.306344e-08 -6.625635e-10
620           	2.168916e-10 -1.375981e-08 -5.707691e-10
640           	1.845095e-10 -1.447176e-08 -4.836733e-10
660           	1.537002e-10 -1.518752e-08 -4.040302e-10
680           	1.245225e-10 -1.589766e-08 -3.332246e-10
700           	9.716163e-11 -1.659422e-08 -2.710589e-10
720           	7.192689e-11 -1.726987e-08 -2.165518e-10
740           	4.867572e-11 -1.791801e-08 -1.679249e-10
760           	2.677574e-11 -1.853294e-08 -1.235950e-10
780           	5.565084e-12 -1.911071e-08 -8.232584e-11
800           	-1.570105e-11 -1.964905e-08 -4.330329e-11
820           	-3.738061e-11 -2.014708e-08 -6.214677e-12
840           	-5.948902e-11 -2.060523e-08 2.881886e-11
860           	-8.172101e-11 -2.102411e-08 6.162697e-11
880           	-1.035282e-10 -2.140403e-08 9.173728e-11
900           	-1.242315e-10 -2.174499e-08 1.187327e-10
920           	-1.431598e-10 -2.204665e-08 1.425505e-10
940           	-1.597483e-10 -2.230874e-08 1.633023e-10
960           	-1.738228e-10 -2.253164e-08 1.816411e-10
980           	-1.855136e-10 -2.271657e-08 1.984235e-10
1000          	-1.955359e-10 -2.286601e-08 2.145936e-10
1020          	-2.046557e-10 -2.298405e-08 2.306603e-10
