# Region      : cellZone cz_solid_26
# Cells       : 2080
# Volume      : 2.143541e-03
# Time        	volIntegrate(U)
20            	(-2.643568e-09 -6.583588e-09 2.771890e-10)
40            	(-2.824066e-09 -1.122881e-08 4.587241e-10)
60            	(-3.174737e-09 -1.541050e-08 5.844164e-10)
80            	(-3.538492e-09 -1.922113e-08 6.919796e-10)
100           	(-3.899419e-09 -2.287547e-08 7.942369e-10)
120           	(-4.243969e-09 -2.653892e-08 8.918787e-10)
140           	(-4.722686e-09 -3.049138e-08 9.926181e-10)
160           	(-5.076403e-09 -3.478552e-08 1.079895e-09)
180           	(-5.322231e-09 -3.944260e-08 1.148241e-09)
200           	(-5.511438e-09 -4.448826e-08 1.200541e-09)
220           	(-5.623074e-09 -4.991740e-08 1.239236e-09)
240           	(-5.642086e-09 -5.570933e-08 1.266244e-09)
260           	(-5.558823e-09 -6.182815e-08 1.285290e-09)
280           	(-5.368844e-09 -6.822763e-08 1.306904e-09)
300           	(-5.068732e-09 -7.483093e-08 1.343249e-09)
320           	(-4.673498e-09 -8.153739e-08 1.392757e-09)
340           	(-4.202371e-09 -8.824242e-08 1.431590e-09)
360           	(-3.670148e-09 -9.486254e-08 1.458793e-09)
380           	(-3.096779e-09 -1.013579e-07 1.501160e-09)
400           	(-2.523939e-09 -1.077337e-07 1.581919e-09)
420           	(-2.010034e-09 -1.140367e-07 1.700260e-09)
440           	(-1.606041e-09 -1.203221e-07 1.828995e-09)
460           	(-1.333109e-09 -1.266264e-07 1.934755e-09)
480           	(-1.176675e-09 -1.329543e-07 2.002093e-09)
500           	(-1.102957e-09 -1.392844e-07 2.034746e-09)
520           	(-1.076930e-09 -1.455835e-07 2.045087e-09)
540           	(-1.071204e-09 -1.518184e-07 2.043953e-09)
560           	(-1.068867e-09 -1.579622e-07 2.038521e-09)
580           	(-1.060287e-09 -1.639982e-07 2.032652e-09)
600           	(-1.040803e-09 -1.699223e-07 2.027953e-09)
620           	(-1.007860e-09 -1.757406e-07 2.024379e-09)
640           	(-9.609261e-10 -1.814648e-07 2.021539e-09)
660           	(-9.007555e-10 -1.871093e-07 2.019237e-09)
680           	(-8.288329e-10 -1.926875e-07 2.017305e-09)
700           	(-7.469711e-10 -1.982097e-07 2.015843e-09)
720           	(-6.573997e-10 -2.036816e-07 2.015321e-09)
740           	(-5.624978e-10 -2.091019e-07 2.016435e-09)
760           	(-4.647375e-10 -2.144620e-07 2.019786e-09)
780           	(-3.663656e-10 -2.197471e-07 2.025640e-09)
800           	(-2.691140e-10 -2.249407e-07 2.034186e-09)
820           	(-1.740291e-10 -2.300309e-07 2.045850e-09)
840           	(-8.156168e-11 -2.350135e-07 2.059878e-09)
860           	(9.990340e-12 -2.398954e-07 2.074888e-09)
880           	(1.022421e-10 -2.446981e-07 2.091972e-09)
900           	(1.929795e-10 -2.494502e-07 2.112714e-09)
920           	(2.769863e-10 -2.541728e-07 2.135800e-09)
940           	(3.501468e-10 -2.588744e-07 2.159460e-09)
960           	(4.110499e-10 -2.635525e-07 2.182125e-09)
980           	(4.606949e-10 -2.681969e-07 2.201828e-09)
1000          	(5.010947e-10 -2.727963e-07 2.218076e-09)
1020          	(5.343643e-10 -2.773413e-07 2.230939e-09)
