# Region      : cellZone cz_solid_18
# Cells       : 1915
# Volume      : 2.145320e-03
# Time        	volIntegrate(U)
20            	(5.113518e-09 -5.577250e-09 -3.429113e-09)
40            	(4.319550e-09 -8.867208e-09 -2.661543e-09)
60            	(3.693684e-09 -1.119070e-08 -2.149135e-09)
80            	(3.147012e-09 -1.268571e-08 -1.765444e-09)
100           	(2.668548e-09 -1.350904e-08 -1.484254e-09)
120           	(2.240720e-09 -1.379863e-08 -1.276757e-09)
140           	(1.921339e-09 -1.377475e-08 -1.138607e-09)
160           	(1.532477e-09 -1.354559e-08 -1.023507e-09)
180           	(1.279907e-09 -1.322153e-08 -9.724992e-10)
200           	(1.098921e-09 -1.291089e-08 -9.596966e-10)
220           	(9.718373e-10 -1.266074e-08 -9.690655e-10)
240           	(8.854007e-10 -1.245285e-08 -9.911419e-10)
260           	(8.248917e-10 -1.221324e-08 -1.015761e-09)
280           	(7.826601e-10 -1.183686e-08 -1.032720e-09)
300           	(7.588585e-10 -1.121772e-08 -1.018220e-09)
320           	(7.575230e-10 -1.031635e-08 -9.349939e-10)
340           	(7.495099e-10 -9.149935e-09 -7.931059e-10)
360           	(7.070052e-10 -7.748200e-09 -6.604619e-10)
380           	(6.568487e-10 -6.196097e-09 -5.826308e-10)
400           	(6.134584e-10 -4.559757e-09 -5.508348e-10)
420           	(5.717582e-10 -2.884427e-09 -5.432249e-10)
440           	(5.419484e-10 -1.227296e-09 -5.553642e-10)
460           	(5.314717e-10 3.726278e-10 -5.836320e-10)
480           	(5.365834e-10 1.870431e-09 -6.232838e-10)
500           	(5.541694e-10 3.221540e-09 -6.702823e-10)
520           	(5.760836e-10 4.389765e-09 -7.171574e-10)
540           	(5.971091e-10 5.363434e-09 -7.584487e-10)
560           	(6.121838e-10 6.148965e-09 -7.909117e-10)
580           	(6.167016e-10 6.762933e-09 -8.119138e-10)
600           	(6.081564e-10 7.229302e-09 -8.202142e-10)
620           	(5.863335e-10 7.572529e-09 -8.173950e-10)
640           	(5.535382e-10 7.813713e-09 -8.061972e-10)
660           	(5.134156e-10 7.971855e-09 -7.895320e-10)
680           	(4.698528e-10 8.065898e-09 -7.693335e-10)
700           	(4.251690e-10 8.115497e-09 -7.465244e-10)
720           	(3.809488e-10 8.139343e-09 -7.218642e-10)
740           	(3.380143e-10 8.153655e-09 -6.958769e-10)
760           	(2.964163e-10 8.171400e-09 -6.693827e-10)
780           	(2.563536e-10 8.202218e-09 -6.432487e-10)
800           	(2.178876e-10 8.252976e-09 -6.181686e-10)
820           	(1.812473e-10 8.328300e-09 -5.946600e-10)
840           	(1.467746e-10 8.431283e-09 -5.730975e-10)
860           	(1.144849e-10 8.564383e-09 -5.533639e-10)
880           	(8.442929e-11 8.730244e-09 -5.352629e-10)
900           	(5.677294e-11 8.931989e-09 -5.185141e-10)
920           	(3.144917e-11 9.173927e-09 -5.026950e-10)
940           	(8.620137e-12 9.461044e-09 -4.875156e-10)
960           	(-1.165391e-11 9.797420e-09 -4.729925e-10)
980           	(-2.947427e-11 1.018460e-08 -4.597062e-10)
1000          	(-4.545617e-11 1.062085e-08 -4.484009e-10)
1020          	(-5.978391e-11 1.110130e-08 -4.398218e-10)
