# Region type : faceZone fz_solid_15
# Faces  :    1648
# Area   :    1.016589e-01
# Time        	sum(phi)
20            	1.344390e-04
40            	1.379669e-04
60            	1.444028e-04
80            	1.482532e-04
100           	1.475864e-04
120           	1.409364e-04
140           	1.260225e-04
160           	1.049549e-04
180           	8.106393e-05
200           	5.327287e-05
220           	2.364062e-05
240           	-3.311051e-06
260           	-2.388017e-05
280           	-2.683918e-05
300           	-1.237938e-05
320           	-5.110311e-06
340           	-4.481649e-06
360           	-5.546966e-06
380           	-5.654877e-06
400           	-4.195457e-06
420           	-1.073178e-06
440           	4.909784e-06
460           	1.431331e-05
480           	2.041597e-05
500           	2.016124e-05
520           	1.412958e-05
540           	1.060832e-05
560           	6.072098e-06
580           	4.590213e-06
600           	3.508144e-06
620           	3.232096e-06
640           	3.652974e-06
660           	4.376921e-06
680           	5.650307e-06
700           	7.485233e-06
720           	9.868616e-06
740           	1.278344e-05
760           	1.598586e-05
780           	1.910326e-05
800           	2.179567e-05
820           	2.392677e-05
840           	2.585830e-05
860           	2.692311e-05
880           	2.743255e-05
900           	2.835117e-05
920           	2.972299e-05
940           	3.107711e-05
960           	3.442711e-05
980           	3.914882e-05
1000          	4.418835e-05
1020          	4.976413e-05
