# Region      : cellZone cz_solid_90
# Cells       : 2303
# Volume      : 2.145970e-03
# Time        	volIntegrateU
20            	6.213284e-10 -2.570514e-09 2.218916e-09
40            	3.174918e-10 -4.260736e-09 3.512380e-09
60            	2.521279e-12 -5.302671e-09 4.854235e-09
80            	-3.528478e-10 -5.493074e-09 6.192428e-09
100           	-7.466703e-10 -4.632308e-09 7.388177e-09
120           	-1.139814e-09 -2.546995e-09 8.265563e-09
140           	-2.147963e-09 8.771403e-10 9.540008e-09
160           	-1.761684e-09 6.076094e-09 8.510762e-09
180           	-1.475547e-09 1.130149e-08 7.678682e-09
200           	-1.200464e-09 1.586401e-08 6.607637e-09
220           	-9.482338e-10 1.976907e-08 5.056334e-09
240           	-6.130699e-10 2.251252e-08 3.042738e-09
260           	-4.994676e-11 2.361234e-08 9.333240e-10
280           	7.570872e-10 2.378912e-08 -7.850729e-10
300           	1.584290e-09 2.343470e-08 -1.685878e-09
320           	2.051793e-09 2.223277e-08 -1.895152e-09
340           	2.202192e-09 2.029382e-08 -1.790501e-09
360           	2.235434e-09 1.795845e-08 -1.616931e-09
380           	2.256731e-09 1.550269e-08 -1.464684e-09
400           	2.298254e-09 1.312146e-08 -1.365670e-09
420           	2.356213e-09 1.088577e-08 -1.319952e-09
440           	2.423930e-09 8.799219e-09 -1.319572e-09
460           	2.499091e-09 6.853616e-09 -1.352474e-09
480           	2.573832e-09 5.028405e-09 -1.404205e-09
500           	2.642450e-09 3.310545e-09 -1.465644e-09
520           	2.702181e-09 1.693878e-09 -1.532415e-09
540           	2.751943e-09 1.738510e-10 -1.602517e-09
560           	2.792172e-09 -1.253397e-09 -1.677527e-09
580           	2.823698e-09 -2.588269e-09 -1.759411e-09
600           	2.848981e-09 -3.833066e-09 -1.844359e-09
620           	2.869348e-09 -5.004150e-09 -1.922197e-09
640           	2.884157e-09 -6.118711e-09 -1.990005e-09
660           	2.899024e-09 -7.163302e-09 -2.049408e-09
680           	2.922038e-09 -8.106193e-09 -2.088376e-09
700           	2.943858e-09 -8.979912e-09 -2.082171e-09
720           	2.953008e-09 -9.815215e-09 -2.078363e-09
740           	2.972954e-09 -1.059049e-08 -2.083293e-09
760           	2.983821e-09 -1.133067e-08 -2.078459e-09
780           	2.987149e-09 -1.203482e-08 -2.077573e-09
800           	2.985412e-09 -1.270166e-08 -2.080563e-09
820           	2.978930e-09 -1.334181e-08 -2.084886e-09
840           	2.969291e-09 -1.396738e-08 -2.091888e-09
860           	2.959238e-09 -1.458580e-08 -2.103041e-09
880           	2.950041e-09 -1.520105e-08 -2.118381e-09
900           	2.942198e-09 -1.581354e-08 -2.137062e-09
920           	2.935312e-09 -1.642260e-08 -2.157522e-09
940           	2.929051e-09 -1.702767e-08 -2.178541e-09
960           	2.923217e-09 -1.762884e-08 -2.199163e-09
980           	2.917796e-09 -1.822637e-08 -2.219045e-09
1000          	2.913007e-09 -1.882074e-08 -2.237551e-09
1020          	2.908787e-09 -1.941339e-08 -2.253880e-09
