# Region type : faceZone fz_solid_98
# Faces  :    1737
# Area   :    1.017765e-01
# Time        	sum(phi)
20            	-1.056028e-04
40            	-1.005735e-04
60            	-4.120147e-05
80            	-2.717053e-05
100           	-2.216798e-05
120           	-2.055167e-05
140           	-2.533268e-05
160           	-2.378524e-05
180           	-2.558223e-05
200           	-2.669655e-05
220           	-2.735703e-05
240           	-2.944689e-05
260           	-3.351689e-05
280           	-3.849262e-05
300           	-4.246451e-05
320           	-4.481325e-05
340           	-4.649903e-05
360           	-4.845862e-05
380           	-5.106548e-05
400           	-5.444647e-05
420           	-5.668890e-05
440           	-5.297154e-05
460           	-4.308207e-05
480           	-3.873739e-05
500           	-4.813832e-05
520           	-6.462298e-05
540           	-8.114815e-05
560           	-9.563220e-05
580           	-1.063064e-04
600           	-1.136023e-04
620           	-1.182011e-04
640           	-1.211982e-04
660           	-1.234958e-04
680           	-1.251926e-04
700           	-1.262312e-04
720           	-1.266466e-04
740           	-1.266396e-04
760           	-1.263568e-04
780           	-1.260171e-04
800           	-1.258029e-04
820           	-1.257904e-04
840           	-1.260070e-04
860           	-1.263092e-04
880           	-1.265509e-04
900           	-1.267269e-04
920           	-1.269008e-04
940           	-1.269854e-04
960           	-1.268151e-04
980           	-1.265163e-04
1000          	-1.262596e-04
1020          	-1.261381e-04
