# Region      : cellZone cz_solid_53
# Cells       : 1801
# Volume      : 2.142525e-03
# Time        	volIntegrateU
20            	3.308971e-09 -1.099389e-08 3.374437e-09
40            	3.607209e-09 -2.048861e-08 4.393343e-09
60            	3.690012e-09 -2.992169e-08 5.195029e-09
80            	3.375962e-09 -3.888472e-08 5.740110e-09
100           	2.465483e-09 -4.696156e-08 5.898812e-09
120           	8.236781e-10 -5.345743e-08 5.481499e-09
140           	-2.713481e-09 -5.656516e-08 3.279557e-09
160           	-4.212479e-09 -5.671091e-08 1.395215e-09
180           	-4.997636e-09 -5.444796e-08 -1.152979e-09
200           	-4.629366e-09 -5.147687e-08 -3.178164e-09
220           	-3.787487e-09 -4.912678e-08 -4.176726e-09
240           	-2.996450e-09 -4.780158e-08 -4.412155e-09
260           	-2.371739e-09 -4.740118e-08 -4.267591e-09
280           	-1.892881e-09 -4.765755e-08 -3.950051e-09
300           	-1.525729e-09 -4.829044e-08 -3.553817e-09
320           	-1.241782e-09 -4.908446e-08 -3.131058e-09
340           	-1.016702e-09 -4.988580e-08 -2.719571e-09
360           	-8.304940e-10 -5.058983e-08 -2.339846e-09
380           	-6.705267e-10 -5.113413e-08 -2.001434e-09
400           	-5.300687e-10 -5.148246e-08 -1.706368e-09
420           	-4.064209e-10 -5.162214e-08 -1.452679e-09
440           	-2.963899e-10 -5.155408e-08 -1.237738e-09
460           	-1.974180e-10 -5.129024e-08 -1.056230e-09
480           	-1.067784e-10 -5.084946e-08 -9.009770e-10
500           	-2.160886e-11 -5.025282e-08 -7.646211e-10
520           	6.107119e-11 -4.952161e-08 -6.404921e-10
540           	1.435991e-10 -4.867695e-08 -5.212587e-10
560           	2.262924e-10 -4.773664e-08 -4.005460e-10
580           	3.063558e-10 -4.671389e-08 -2.740372e-10
600           	3.785261e-10 -4.561198e-08 -1.405768e-10
620           	4.347767e-10 -4.442201e-08 -3.162021e-12
640           	4.650491e-10 -4.312108e-08 1.298537e-10
660           	4.647856e-10 -4.167549e-08 2.427525e-10
680           	4.433261e-10 -4.006746e-08 3.190433e-10
700           	4.166360e-10 -3.832256e-08 3.582943e-10
720           	3.938434e-10 -3.649458e-08 3.744147e-10
740           	3.765724e-10 -3.463179e-08 3.774843e-10
760           	3.638860e-10 -3.276433e-08 3.730435e-10
780           	3.541532e-10 -3.090721e-08 3.644039e-10
800           	3.457321e-10 -2.906628e-08 3.539098e-10
820           	3.376762e-10 -2.724188e-08 3.418798e-10
840           	3.296476e-10 -2.543185e-08 3.288917e-10
860           	3.217066e-10 -2.363259e-08 3.157986e-10
880           	3.140043e-10 -2.183980e-08 3.027876e-10
900           	3.067628e-10 -2.004973e-08 2.902312e-10
920           	2.998508e-10 -1.825868e-08 2.783172e-10
940           	2.932977e-10 -1.646295e-08 2.673669e-10
960           	2.868917e-10 -1.465873e-08 2.571793e-10
980           	2.801768e-10 -1.284268e-08 2.469161e-10
1000          	2.726034e-10 -1.101235e-08 2.358735e-10
1020          	2.639979e-10 -9.166750e-09 2.240087e-10
