# Region      : cellZone cz_solid_90
# Cells       : 2054
# Volume      : 2.144673e-03
# Time        	volIntegrateU
20            	5.279698e-10 -2.207023e-09 2.310384e-09
40            	1.924845e-10 -3.662572e-09 3.670576e-09
60            	-1.276710e-10 -4.527678e-09 5.025761e-09
80            	-4.658831e-10 -4.605459e-09 6.305957e-09
100           	-8.286335e-10 -3.699334e-09 7.369807e-09
120           	-1.169502e-09 -1.684465e-09 8.039266e-09
140           	-2.092984e-09 1.500617e-09 9.154837e-09
160           	-1.633007e-09 5.874983e-09 7.890585e-09
180           	-1.386925e-09 9.789321e-09 6.845790e-09
200           	-1.168991e-09 1.320469e-08 5.370006e-09
220           	-8.519662e-10 1.617224e-08 3.294820e-09
240           	-2.626515e-10 1.759872e-08 1.012455e-09
260           	5.431707e-10 1.792168e-08 -9.238874e-10
280           	1.385897e-09 1.777901e-08 -2.009118e-09
300           	1.916434e-09 1.696498e-08 -2.279464e-09
320           	2.077683e-09 1.544602e-08 -2.136500e-09
340           	2.079512e-09 1.349475e-08 -1.914116e-09
360           	2.064219e-09 1.138722e-08 -1.745856e-09
380           	2.088151e-09 9.320909e-09 -1.665205e-09
400           	2.150320e-09 7.398347e-09 -1.661579e-09
420           	2.229199e-09 5.619210e-09 -1.705367e-09
440           	2.309630e-09 3.952006e-09 -1.774203e-09
460           	2.385654e-09 2.372857e-09 -1.854022e-09
480           	2.455444e-09 8.695972e-10 -1.936449e-09
500           	2.516162e-09 -5.703618e-10 -2.015977e-09
520           	2.566828e-09 -1.960393e-09 -2.091722e-09
540           	2.608216e-09 -3.311437e-09 -2.166062e-09
560           	2.642205e-09 -4.629273e-09 -2.241663e-09
580           	2.673558e-09 -5.915147e-09 -2.316851e-09
600           	2.703697e-09 -7.181167e-09 -2.382017e-09
620           	2.732987e-09 -8.437358e-09 -2.435683e-09
640           	2.766869e-09 -9.668526e-09 -2.480138e-09
660           	2.807430e-09 -1.085801e-08 -2.503969e-09
680           	2.845518e-09 -1.201262e-08 -2.509131e-09
700           	2.878183e-09 -1.313793e-08 -2.511297e-09
720           	2.904051e-09 -1.422960e-08 -2.519393e-09
740           	2.921070e-09 -1.528570e-08 -2.526100e-09
760           	2.927601e-09 -1.631388e-08 -2.528942e-09
780           	2.927475e-09 -1.732253e-08 -2.533132e-09
800           	2.925619e-09 -1.831706e-08 -2.541908e-09
820           	2.924337e-09 -1.930250e-08 -2.554535e-09
840           	2.924604e-09 -2.028289e-08 -2.569560e-09
860           	2.926366e-09 -2.126070e-08 -2.585668e-09
880           	2.929383e-09 -2.223637e-08 -2.602098e-09
900           	2.933147e-09 -2.321014e-08 -2.617981e-09
920           	2.937065e-09 -2.418238e-08 -2.632670e-09
940           	2.940803e-09 -2.515375e-08 -2.645915e-09
960           	2.944230e-09 -2.612496e-08 -2.657625e-09
980           	2.947236e-09 -2.709603e-08 -2.667791e-09
1000          	2.949793e-09 -2.806607e-08 -2.676490e-09
