# Region      : cellZone cz_solid_88
# Cells       : 1505
# Volume      : 2.140015e-03
# Time        	volIntegrateU
20            	-5.126093e-10 -1.426923e-09 1.337500e-09
40            	-1.304741e-09 -2.470169e-09 2.090665e-09
60            	-2.090756e-09 -3.096047e-09 2.886988e-09
80            	-2.867213e-09 -3.079091e-09 3.728331e-09
100           	-3.589551e-09 -2.371212e-09 4.542882e-09
120           	-4.226590e-09 -9.080870e-10 5.292019e-09
140           	-5.710711e-09 1.478946e-09 6.717503e-09
160           	-5.156460e-09 5.355757e-09 6.705658e-09
180           	-4.651533e-09 1.000840e-08 6.764768e-09
200           	-3.794517e-09 1.516795e-08 6.699909e-09
220           	-2.513593e-09 2.048388e-08 6.525826e-09
240           	-8.573063e-10 2.556240e-08 6.285407e-09
260           	9.457126e-10 3.002784e-08 5.983090e-09
280           	2.574753e-09 3.321039e-08 5.595136e-09
300           	3.813111e-09 3.464577e-08 5.142746e-09
320           	4.640066e-09 3.455133e-08 4.754386e-09
340           	5.156122e-09 3.366279e-08 4.477517e-09
360           	5.471629e-09 3.252042e-08 4.315707e-09
380           	5.696869e-09 3.138791e-08 4.260976e-09
400           	5.905260e-09 3.034629e-08 4.282623e-09
420           	6.133271e-09 2.939839e-08 4.338488e-09
440           	6.379465e-09 2.850564e-08 4.402849e-09
460           	6.624114e-09 2.760508e-08 4.463394e-09
480           	6.847162e-09 2.663607e-08 4.517357e-09
500           	7.034267e-09 2.555895e-08 4.565608e-09
520           	7.184846e-09 2.437162e-08 4.606142e-09
540           	7.308433e-09 2.309594e-08 4.636636e-09
560           	7.414938e-09 2.175620e-08 4.656206e-09
580           	7.509580e-09 2.036614e-08 4.664716e-09
600           	7.592455e-09 1.893084e-08 4.662735e-09
620           	7.664015e-09 1.745383e-08 4.651853e-09
640           	7.726348e-09 1.593508e-08 4.635762e-09
660           	7.775379e-09 1.436848e-08 4.619370e-09
680           	7.809893e-09 1.276068e-08 4.603206e-09
700           	7.838346e-09 1.113238e-08 4.587924e-09
720           	7.863419e-09 9.486801e-09 4.576936e-09
740           	7.876414e-09 7.814191e-09 4.571263e-09
760           	7.878713e-09 6.112092e-09 4.567080e-09
780           	7.879199e-09 4.385275e-09 4.562174e-09
800           	7.882209e-09 2.634984e-09 4.555826e-09
820           	7.886873e-09 8.595228e-10 4.547425e-09
840           	7.893763e-09 -9.420606e-10 4.536375e-09
860           	7.903517e-09 -2.771450e-09 4.523539e-09
880           	7.914712e-09 -4.631656e-09 4.509952e-09
900           	7.925578e-09 -6.525471e-09 4.496382e-09
920           	7.935275e-09 -8.453830e-09 4.483164e-09
940           	7.943817e-09 -1.041624e-08 4.470450e-09
960           	7.951242e-09 -1.241141e-08 4.458223e-09
980           	7.957736e-09 -1.443730e-08 4.446390e-09
1000          	7.963331e-09 -1.649173e-08 4.434964e-09
1020          	7.968136e-09 -1.857230e-08 4.423959e-09
