# Region      : cellZone cz_solid_2
# Cells       : 2030
# Volume      : 2.141821e-03
# Time        	volIntegrateU
20            	-7.035960e-10 -4.037338e-09 -3.119390e-09
40            	-6.522367e-10 -6.336783e-09 -2.521962e-09
60            	-6.936845e-10 -7.967413e-09 -2.231805e-09
80            	-7.450638e-10 -9.098946e-09 -2.072185e-09
100           	-7.967222e-10 -9.893089e-09 -1.985108e-09
120           	-8.417234e-10 -1.042340e-08 -1.933853e-09
140           	-8.658428e-10 -1.071589e-08 -1.951546e-09
160           	-9.241782e-10 -1.099728e-08 -1.932720e-09
180           	-9.540876e-10 -1.138713e-08 -1.891028e-09
200           	-9.973629e-10 -1.197945e-08 -1.831034e-09
220           	-1.044424e-09 -1.279653e-08 -1.769488e-09
240           	-1.085305e-09 -1.381764e-08 -1.720750e-09
260           	-1.119748e-09 -1.501402e-08 -1.690619e-09
280           	-1.147386e-09 -1.637132e-08 -1.677953e-09
300           	-1.167970e-09 -1.788534e-08 -1.681071e-09
320           	-1.182303e-09 -1.955447e-08 -1.696779e-09
340           	-1.191152e-09 -2.136772e-08 -1.719616e-09
360           	-1.194520e-09 -2.330146e-08 -1.739209e-09
380           	-1.191962e-09 -2.531760e-08 -1.747476e-09
400           	-1.183842e-09 -2.735470e-08 -1.729371e-09
420           	-1.173794e-09 -2.934065e-08 -1.673654e-09
440           	-1.168606e-09 -3.122367e-08 -1.579122e-09
460           	-1.177506e-09 -3.298671e-08 -1.449375e-09
480           	-1.202199e-09 -3.461922e-08 -1.284794e-09
500           	-1.234899e-09 -3.610312e-08 -1.089157e-09
520           	-1.264616e-09 -3.742136e-08 -8.756952e-10
540           	-1.282184e-09 -3.857226e-08 -6.671793e-10
560           	-1.282923e-09 -3.957621e-08 -4.858573e-10
580           	-1.267846e-09 -4.046711e-08 -3.438920e-10
600           	-1.242037e-09 -4.127730e-08 -2.417359e-10
620           	-1.211729e-09 -4.202973e-08 -1.716312e-10
640           	-1.182176e-09 -4.273789e-08 -1.238861e-10
660           	-1.156586e-09 -4.340889e-08 -9.041930e-11
680           	-1.136541e-09 -4.404655e-08 -6.573485e-11
700           	-1.122705e-09 -4.465387e-08 -4.602590e-11
720           	-1.114633e-09 -4.523457e-08 -2.951008e-11
740           	-1.111624e-09 -4.579337e-08 -1.499370e-11
760           	-1.112288e-09 -4.633525e-08 -1.889271e-12
780           	-1.115333e-09 -4.686475e-08 1.017211e-11
800           	-1.119478e-09 -4.738529e-08 2.144863e-11
820           	-1.123703e-09 -4.789872e-08 3.225324e-11
840           	-1.127396e-09 -4.840501e-08 4.283777e-11
860           	-1.130337e-09 -4.890191e-08 5.348905e-11
880           	-1.132858e-09 -4.938541e-08 6.417177e-11
900           	-1.135723e-09 -4.985114e-08 7.457687e-11
920           	-1.139946e-09 -5.029598e-08 8.431708e-11
940           	-1.146100e-09 -5.071973e-08 9.285884e-11
960           	-1.154012e-09 -5.112626e-08 1.002502e-10
980           	-1.163032e-09 -5.152201e-08 1.070292e-10
1000          	-1.171927e-09 -5.191198e-08 1.140571e-10
1020          	-1.179557e-09 -5.229808e-08 1.213090e-10
